round,client,loss,accuracy,Normal,SQL_injection,Uploading,Backdoor,Port_Scanning,XSS,Password,Fingerprinting,zkp_rejected,krum_selected,krum_detected_byzantine,dp_epsilon_spent,round_time_s
3,6,1.558612,0.286479,0.314154,0.148964,0.008580,0.000000,0.913009,0.355556,0.124234,0.000000,0,1,0,N/A,0.00
3,7,1.429180,0.562945,0.708052,0.195804,0.195618,0.000000,0.615504,0.178218,0.104869,0.000000,0,1,0,N/A,0.00
3,8,1.597578,0.310695,0.449555,0.161391,0.134175,0.000000,0.773524,0.245810,0.103666,0.000000,0,1,0,N/A,0.00
3,9,1.625992,0.283102,0.470101,0.167324,0.161433,0.000000,0.541738,0.235294,0.123321,0.000000,0,1,0,N/A,0.00
3,10,1.469197,0.532420,0.682585,0.165631,0.114031,0.000000,0.598944,0.246347,0.180791,0.000000,0,1,0,N/A,0.00
3,MEAN,1.581384,0.377721,0.477729,0.151847,0.155567,0.000000,0.480623,0.260494,0.132939,0.000000,0,8,1.0000,N/A,361.72
4,1,1.081823,0.690238,0.866776,0.633373,0.052910,0.687747,0.801843,0.201754,0.198868,0.000000,0,0,1,N/A,0.00
4,2,1.008472,0.798777,0.890823,0.846259,0.008040,0.800000,0.766208,0.146341,0.211587,0.000000,0,0,1,N/A,0.00
4,3,1.119977,0.645539,0.180712,0.701651,0.469822,0.906133,0.614286,0.296146,0.291971,0.000000,0,1,0,N/A,0.00
4,4,0.999485,0.795866,0.861814,0.911407,0.216772,0.808824,0.906621,0.244681,0.198020,0.000000,0,1,0,N/A,0.00
4,5,1.398148,0.288053,0.117516,0.114010,0.448680,0.844086,0.133333,0.261612,0.162417,0.000000,0,1,0,N/A,0.00
4,6,1.133821,0.551760,0.638478,0.629652,0.033764,0.862454,0.988055,0.067511,0.201763,0.000000,0,1,0,N/A,0.00
4,7,1.030856,0.749274,0.879108,0.484053,0.216645,0.457627,0.956627,0.163636,0.199288,0.000000,0,1,0,N/A,0.00
4,8,1.014310,0.750044,0.766679,0.872327,0.343811,0.881890,0.973856,0.202765,0.190591,0.000000,0,1,0,N/A,0.00
4,9,1.101787,0.647891,0.750246,0.775776,0.347253,0.868167,0.887029,0.177778,0.205248,0.000000,0,1,0,N/A,0.00
4,10,1.018938,0.777313,0.863264,0.761905,0.165182,0.788000,0.946085,0.240816,0.240437,0.000000,0,1,0,N/A,0.00
4,MEAN,1.090762,0.669476,0.681542,0.673041,0.230288,0.790493,0.797394,0.200304,0.210019,0.000000,0,8,1.0000,N/A,353.81
5,1,0.935041,0.738048,0.886566,0.664202,0.124567,0.452830,0.814988,0.254144,0.259173,0.000000,0,0,1,N/A,0.00
5,2,0.816837,0.861946,0.932400,0.872370,0.013605,0.598735,0.787879,0.214286,0.285024,0.000000,0,0,1,N/A,0.00
5,3,0.965362,0.660734,0.188518,0.730510,0.354817,0.949749,0.616487,0.299180,0.308725,0.000000,0,1,0,N/A,0.00
5,4,0.839441,0.837206,0.898006,0.922109,0.283465,0.642234,0.912821,0.255556,0.273585,0.000000,0,1,0,N/A,0.00
5,5,1.410358,0.240146,0.103387,0.127155,0.333108,0.685484,0.134831,0.268493,0.235504,0.000000,0,1,0,N/A,0.00
5,6,1.077757,0.579852,0.551062,0.657886,0.032206,0.799378,0.988336,0.355556,0.271461,0.000000,0,1,0,N/A,0.00
5,7,0.889031,0.773555,0.891670,0.509881,0.239401,0.196203,0.960097,0.173077,0.254296,0.000000,0,1,0,N/A,0.00
5,8,0.907312,0.762121,0.756361,0.888697,0.297477,0.823661,0.975450,0.234043,0.255220,0.000000,0,1,0,N/A,0.00
5,9,1.003304,0.664042,0.736488,0.800767,0.300936,0.786537,0.894515,0.223108,0.275014,0.000000,0,1,0,N/A,0.00
5,10,0.852569,0.820454,0.894973,0.791367,0.293763,0.609244,0.948520,0.244813,0.319588,0.000000,0,1,0,N/A,0.00
5,MEAN,0.969701,0.693810,0.683943,0.696495,0.227335,0.654405,0.803392,0.252225,0.273759,0.000000,0,8,1.0000,N/A,359.83
6,1,0.869651,0.774020,0.923869,0.642815,0.095652,0.805031,0.801843,0.244131,0.328909,0.000000,0,0,1,N/A,0.00
6,2,0.788252,0.881686,0.948410,0.862093,0.015113,0.862069,0.763209,0.109091,0.314088,0.000000,0,0,1,N/A,0.00
6,3,0.888294,0.690254,0.235537,0.747018,0.465003,0.959432,0.597222,0.329365,0.217899,0.000000,0,1,0,N/A,0.00
6,4,0.803502,0.861867,0.924704,0.922109,0.315668,0.882494,0.906621,0.282828,0.281124,0.000000,0,1,0,N/A,0.00
6,5,1.315027,0.305337,0.133236,0.130459,0.439745,0.897098,0.133333,0.312600,0.242297,0.000000,0,1,0,N/A,0.00
6,6,0.942851,0.602902,0.670963,0.638369,0.044755,0.929476,0.987493,0.216867,0.330125,0.000000,0,1,0,N/A,0.00
6,7,0.858684,0.810240,0.925234,0.511905,0.293785,0.534483,0.953181,0.212389,0.288344,0.000000,0,1,0,N/A,0.00
6,8,0.829173,0.785052,0.817423,0.882983,0.372365,0.937738,0.973856,0.284314,0.311966,0.000000,0,1,0,N/A,0.00
6,9,0.915301,0.694074,0.808541,0.790610,0.391276,0.926119,0.884562,0.239130,0.317970,0.000000,0,1,0,N/A,0.00
6,10,0.820655,0.847481,0.919103,0.806953,0.267366,0.863952,0.944266,0.285156,0.277551,0.000000,0,1,0,N/A,0.00
6,MEAN,0.903139,0.725291,0.730702,0.693531,0.270073,0.859789,0.794559,0.251587,0.291027,0.000000,0,8,1.0000,N/A,353.89
7,1,0.785575,0.730208,0.875292,0.681847,0.206642,0.417845,0.814988,0.214765,0.339008,0.050000,0,0,1,N/A,0.00
7,2,0.667337,0.838895,0.914375,0.881644,0.040816,0.551100,0.787879,0.068376,0.361556,0.135593,0,0,1,N/A,0.00
7,3,0.863271,0.695246,0.209279,0.798658,0.483424,0.951735,0.614286,0.332737,0.258065,0.111111,0,1,0,N/A,0.00
7,4,0.710451,0.824661,0.883799,0.941572,0.382184,0.602291,0.912821,0.226562,0.259542,0.000000,0,1,0,N/A,0.00
7,5,1.367362,0.323833,0.118798,0.162646,0.470734,0.699588,0.134831,0.339243,0.260870,0.000000,0,1,0,N/A,0.00
7,6,0.939999,0.602387,0.574272,0.673627,0.050682,0.800623,0.988617,0.096296,0.344679,0.400000,0,1,0,N/A,0.00
7,7,0.768398,0.769332,0.884746,0.562092,0.371041,0.170799,0.958937,0.220779,0.305296,0.272727,0,1,0,N/A,0.00
7,8,0.783987,0.773324,0.770246,0.902038,0.423858,0.805677,0.975450,0.225455,0.312969,0.000000,0,1,0,N/A,0.00
7,9,0.874668,0.685932,0.754215,0.823274,0.445645,0.769231,0.895775,0.206897,0.341942,0.047619,0,1,0,N/A,0.00
7,10,0.728375,0.805989,0.880546,0.838095,0.348294,0.570118,0.948520,0.314530,0.322870,0.000000,0,1,0,N/A,0.00
7,MEAN,0.848942,0.704981,0.686557,0.726549,0.322332,0.633901,0.803210,0.224564,0.310680,0.101705,0,8,1.0000,N/A,364.29
8,1,0.688827,0.825211,0.958111,0.679697,0.247104,0.929782,0.933333,0.336798,0.420607,0.721649,0,0,1,N/A,0.00
8,2,0.591934,0.922440,0.973695,0.877292,0.048485,0.949608,0.937669,0.101852,0.406250,0.708333,0,0,1,N/A,0.00
8,3,0.786650,0.748643,0.330070,0.817308,0.563316,0.959898,0.919255,0.513393,0.273973,0.454545,0,1,0,N/A,0.00
8,4,0.639493,0.892801,0.957743,0.940385,0.459279,0.939666,0.912424,0.389262,0.364341,0.333333,0,1,0,N/A,0.00
8,5,1.199069,0.449212,0.209071,0.172012,0.557383,0.897098,0.909091,0.537217,0.319887,0.307692,0,1,0,N/A,0.00
8,6,0.840989,0.614838,0.758921,0.665712,0.110818,0.951852,0.938950,0.071429,0.404093,0.037267,0,1,0,N/A,0.00
8,7,0.679074,0.848245,0.960605,0.568282,0.463830,0.837838,0.932796,0.312727,0.369048,0.500000,0,1,0,N/A,0.00
8,8,0.711742,0.811483,0.894180,0.901926,0.530210,0.953488,0.941385,0.376278,0.388773,0.000000,0,1,0,N/A,0.00
8,9,0.785769,0.739055,0.872835,0.821907,0.542687,0.949840,0.940397,0.299281,0.406188,0.643478,0,1,0,N/A,0.00
8,10,0.641993,0.886690,0.956366,0.841300,0.396667,0.931478,0.931983,0.523754,0.346667,0.217822,0,1,0,N/A,0.00
8,MEAN,0.756554,0.773862,0.787160,0.728582,0.391978,0.930055,0.929728,0.346199,0.369983,0.392412,0,8,1.0000,N/A,358.60
9,1,0.747375,0.692544,0.817019,0.722678,0.272727,0.301946,0.865591,0.280543,0.413408,0.721649,0,0,1,N/A,0.00
9,2,0.611152,0.777509,0.861141,0.888889,0.061728,0.405482,0.850962,0.275862,0.403433,0.699301,0,0,1,N/A,0.00
9,3,0.770064,0.722813,0.195173,0.926752,0.589087,0.951810,0.620968,0.316151,0.233766,0.454545,0,1,0,N/A,0.00
9,4,0.660642,0.782751,0.836103,0.961686,0.509138,0.468730,0.893855,0.264151,0.278107,0.327869,0,1,0,N/A,0.00
9,5,1.337205,0.386901,0.106257,0.323570,0.575694,0.675889,0.128205,0.328147,0.304010,0.307692,0,1,0,N/A,0.00
9,6,0.929685,0.611443,0.467192,0.711165,0.133333,0.720670,0.949717,0.191176,0.434328,0.037267,0,1,0,N/A,0.00
9,7,0.716764,0.718131,0.831136,0.677596,0.500000,0.103161,0.938144,0.256000,0.321526,0.500000,0,1,0,N/A,0.00
9,8,0.746456,0.764222,0.708380,0.926662,0.574233,0.724272,0.943878,0.244898,0.372137,0.000000,0,1,0,N/A,0.00
9,9,0.829312,0.689669,0.679173,0.866836,0.581274,0.669167,0.928125,0.238532,0.412610,0.643478,0,1,0,N/A,0.00
9,10,0.685082,0.748382,0.831328,0.898216,0.426016,0.437687,0.915139,0.335821,0.354244,0.235294,0,1,0,N/A,0.00
9,MEAN,0.803374,0.689437,0.633290,0.790405,0.422323,0.545882,0.803458,0.273128,0.352757,0.392710,0,8,1.0000,N/A,338.33
10,1,0.572936,0.838278,0.947454,0.714854,0.384236,0.840263,0.872180,0.356364,0.460165,0.888889,0,0,1,N/A,0.00
10,2,0.451018,0.935813,0.976222,0.890805,0.122449,0.886102,0.851528,0.232558,0.428884,0.912621,0,0,1,N/A,0.00
10,3,0.669415,0.764706,0.285047,0.950479,0.667017,0.958196,0.605634,0.428365,0.264000,0.866667,0,1,0,N/A,0.00
10,4,0.510206,0.914612,0.955272,0.974034,0.627249,0.891596,0.927083,0.400000,0.384342,0.782609,0,1,0,N/A,0.00
10,5,1.075707,0.469830,0.156766,0.341108,0.658781,0.858586,0.137931,0.421478,0.330514,0.800000,0,1,0,N/A,0.00
10,6,0.812769,0.657543,0.614479,0.703337,0.191489,0.937956,0.988055,0.131868,0.457977,0.666667,0,1,0,N/A,0.00
10,7,0.536784,0.878860,0.953670,0.702997,0.629482,0.574074,0.977833,0.331210,0.404558,0.944444,0,1,0,N/A,0.00
10,8,0.631730,0.835463,0.845990,0.930863,0.667447,0.937738,0.972268,0.332248,0.436508,0.000000,0,1,0,N/A,0.00
10,9,0.696600,0.769221,0.828301,0.869710,0.681061,0.926119,0.929825,0.282353,0.454676,0.861111,0,1,0,N/A,0.00
10,10,0.506684,0.901282,0.951391,0.915713,0.538588,0.876133,0.950355,0.457237,0.406780,1.000000,0,1,0,N/A,0.00
10,MEAN,0.646385,0.796561,0.751459,0.799390,0.516780,0.868676,0.821269,0.337368,0.402840,0.772301,0,8,1.0000,N/A,334.20
11,1,0.467128,0.873482,0.988767,0.717232,0.398305,0.953771,0.872180,0.518047,0.561653,0.876712,0,0,1,N/A,0.00
11,2,0.380917,0.951095,0.990450,0.895608,0.169492,0.953125,0.851528,0.330097,0.548780,0.921569,0,0,1,N/A,0.00
11,3,0.538559,0.852399,0.714697,0.964344,0.771254,0.964664,0.605634,0.622391,0.563218,0.866667,0,1,0,N/A,0.00
11,4,0.431143,0.941981,0.987530,0.976213,0.718535,0.945083,0.927083,0.563380,0.539062,0.782609,0,1,0,N/A,0.00
11,5,0.786985,0.683141,0.606349,0.367030,0.771354,0.891192,0.137931,0.652063,0.533530,0.800000,0,1,0,N/A,0.00
11,6,0.669502,0.694690,0.945975,0.700618,0.178117,0.957643,0.988055,0.078431,0.539061,0.666667,0,1,0,N/A,0.00
11,7,0.435824,0.914753,0.988286,0.722689,0.732852,0.842105,0.976630,0.496350,0.514451,0.944444,0,1,0,N/A,0.00
11,8,0.532496,0.872921,0.970185,0.932127,0.750000,0.957638,0.972268,0.478664,0.519608,0.000000,0,1,0,N/A,0.00
11,9,0.576789,0.818607,0.969083,0.871634,0.757119,0.953092,0.929825,0.412545,0.547250,0.861111,0,1,0,N/A,0.00
11,10,0.413599,0.942393,0.987048,0.927292,0.615156,0.937301,0.950355,0.779018,0.517544,1.000000,0,1,0,N/A,0.00
11,MEAN,0.523294,0.854546,0.914837,0.807479,0.586218,0.935561,0.821149,0.493099,0.538416,0.771978,0,8,1.0000,N/A,347.02
12,1,0.600273,0.814758,0.916647,0.728299,0.387665,0.626582,0.872180,0.317308,0.519818,0.885714,0,0,1,N/A,0.00
12,2,0.479525,0.903082,0.953555,0.887899,0.122137,0.718672,0.851528,0.258065,0.474104,0.921569,0,0,1,N/A,0.00
12,3,0.659441,0.776644,0.268927,0.950577,0.709645,0.968907,0.614286,0.340502,0.356589,0.866667,0,1,0,N/A,0.00
12,4,0.537293,0.879544,0.927227,0.953836,0.638095,0.757515,0.928696,0.285714,0.329480,0.818182,0,1,0,N/A,0.00
12,5,1.109550,0.486659,0.137956,0.395904,0.705011,0.876574,0.137931,0.345261,0.419060,1.000000,0,1,0,N/A,0.00
12,6,0.785959,0.672566,0.554894,0.718896,0.221429,0.879599,0.988617,0.250000,0.520133,0.400000,0,1,0,N/A,0.00
12,7,0.558695,0.846397,0.922808,0.701754,0.652751,0.275556,0.977833,0.280992,0.434316,0.914286,0,1,0,N/A,0.00
12,8,0.632883,0.819009,0.809133,0.916686,0.702703,0.890459,0.972268,0.269565,0.461135,0.000000,0,1,0,N/A,0.00
12,9,0.697532,0.761078,0.786878,0.867260,0.711584,0.870656,0.929825,0.264026,0.491950,0.845070,0,1,0,N/A,0.00
12,10,0.545251,0.867403,0.923150,0.912621,0.531915,0.731908,0.951582,0.355805,0.463878,0.956522,0,1,0,N/A,0.00
12,MEAN,0.660640,0.782714,0.720117,0.803373,0.538294,0.759643,0.822474,0.296724,0.447046,0.760801,0,8,1.0000,N/A,333.18
13,1,0.444222,0.883167,0.992975,0.724092,0.434783,0.948403,0.872180,0.549550,0.589856,0.901408,0,0,1,N/A,0.00
13,2,0.366018,0.958482,0.994504,0.901449,0.314286,0.951740,0.851528,0.365591,0.570328,0.921569,0,0,1,N/A,0.00
13,3,0.530906,0.845453,0.661417,0.963563,0.754021,0.962269,0.605634,0.622982,0.595238,0.866667,0,1,0,N/A,0.00
13,4,0.417080,0.945973,0.989992,0.976213,0.739927,0.946154,0.927083,0.576923,0.533333,0.818182,0,1,0,N/A,0.00
13,5,0.733441,0.679048,0.518121,0.378029,0.756074,0.902887,0.137931,0.659794,0.586705,1.000000,0,1,0,N/A,0.00
13,6,0.626210,0.721856,0.964152,0.714529,0.165877,0.957643,0.988055,0.095665,0.596609,0.666667,0,1,0,N/A,0.00
13,7,0.408837,0.922143,0.989891,0.741379,0.753296,0.868421,0.977833,0.511278,0.569863,0.944444,0,1,0,N/A,0.00
13,8,0.511607,0.879048,0.970400,0.936335,0.742616,0.954955,0.972268,0.496154,0.571429,0.000000,0,1,0,N/A,0.00
13,9,0.549724,0.828751,0.970961,0.877104,0.747153,0.956429,0.931186,0.435669,0.597461,0.876712,0,1,0,N/A,0.00
13,10,0.394903,0.946961,0.989579,0.924051,0.654781,0.940043,0.950355,0.789593,0.508065,1.000000,0,1,0,N/A,0.00
13,MEAN,0.498295,0.861088,0.904199,0.813674,0.606281,0.938894,0.821405,0.510320,0.571889,0.799565,0,8,1.0000,N/A,375.77
14,1,0.433030,0.889777,0.992970,0.718667,0.487047,0.963680,0.872180,0.583732,0.626001,0.901408,0,0,1,N/A,0.00
14,2,0.363470,0.960902,0.994094,0.895608,0.290323,0.968026,0.855263,0.414634,0.608527,0.921569,0,0,1,N/A,0.00
14,3,0.479930,0.860213,0.722543,0.964344,0.772661,0.978299,0.625455,0.626552,0.552381,0.866667,0,1,0,N/A,0.00
14,4,0.410069,0.950249,0.991725,0.975904,0.757282,0.966038,0.930314,0.582524,0.586081,0.818182,0,1,0,N/A,0.00
14,5,0.691835,0.689964,0.614650,0.374603,0.765748,0.925450,0.137931,0.662176,0.587450,1.000000,0,1,0,N/A,0.00
14,6,0.574863,0.742231,0.970905,0.708784,0.230032,0.969035,0.988617,0.117431,0.635972,0.666667,0,1,0,N/A,0.00
14,7,0.406122,0.921615,0.991040,0.722689,0.735460,0.868421,0.977833,0.531250,0.577540,0.944444,0,1,0,N/A,0.00
14,8,0.486112,0.887100,0.976258,0.934240,0.758997,0.970849,0.973856,0.524390,0.611362,0.000000,0,1,0,N/A,0.00
14,9,0.518916,0.839162,0.978689,0.874189,0.770388,0.964135,0.931186,0.462788,0.629548,0.876712,0,1,0,N/A,0.00
14,10,0.388458,0.951529,0.990894,0.927292,0.666667,0.961175,0.953428,0.791383,0.597610,1.000000,0,1,0,N/A,0.00
14,MEAN,0.475280,0.869274,0.922377,0.809632,0.623460,0.953511,0.824606,0.529686,0.601247,0.799565,0,8,1.0000,N/A,346.83
15,1,0.406368,0.893467,0.994633,0.746537,0.448598,0.966184,0.938202,0.542094,0.639414,0.901408,0,0,1,N/A,0.00
15,2,0.330855,0.961793,0.994831,0.905248,0.333333,0.969095,0.931707,0.269504,0.621622,0.921569,0,0,1,N/A,0.00
15,3,0.455311,0.872368,0.732558,0.966640,0.793317,0.980334,0.846939,0.615248,0.640000,0.866667,0,1,0,N/A,0.00
15,4,0.379696,0.950677,0.992477,0.977453,0.767943,0.967337,0.947170,0.556522,0.597701,0.818182,0,1,0,N/A,0.00
15,5,0.657121,0.714221,0.641196,0.401361,0.781180,0.920716,0.600000,0.676946,0.630175,1.000000,0,1,0,N/A,0.00
15,6,0.581133,0.737189,0.990110,0.736657,0.175772,0.970909,0.979009,0.087629,0.637079,0.666667,0,1,0,N/A,0.00
15,7,0.375487,0.923199,0.992593,0.752187,0.764706,0.868421,0.974359,0.478405,0.614130,0.944444,0,1,0,N/A,0.00
15,8,0.469535,0.889550,0.980995,0.943008,0.768101,0.976040,0.971088,0.487544,0.632727,0.000000,0,1,0,N/A,0.00
15,9,0.502596,0.844100,0.982634,0.889789,0.774846,0.968487,0.945736,0.424757,0.646154,0.876712,0,1,0,N/A,0.00
15,10,0.355633,0.951656,0.991557,0.936170,0.685714,0.968685,0.969157,0.745098,0.616667,0.960000,0,1,0,N/A,0.00
15,MEAN,0.451373,0.873822,0.929358,0.825505,0.629351,0.955621,0.910337,0.488375,0.627567,0.795565,0,8,1.0000,N/A,356.17
16,1,0.389471,0.895158,0.995712,0.726905,0.529101,0.966184,0.938202,0.568966,0.638974,0.901408,0,0,1,N/A,0.00
16,2,0.316409,0.963704,0.995820,0.898195,0.425532,0.968026,0.931707,0.292308,0.628352,0.921569,0,0,1,N/A,0.00
16,3,0.453441,0.873019,0.763636,0.965126,0.794468,0.979826,0.846939,0.617438,0.613757,0.866667,0,1,0,N/A,0.00
16,4,0.371455,0.952388,0.994614,0.975904,0.779951,0.967337,0.947170,0.561404,0.590406,0.818182,0,1,0,N/A,0.00
16,5,0.638083,0.711795,0.687943,0.374010,0.782679,0.925450,0.600000,0.679351,0.597385,1.000000,0,1,0,N/A,0.00
16,6,0.556641,0.735748,0.991745,0.712515,0.211765,0.970909,0.979009,0.100147,0.634349,0.666667,0,1,0,N/A,0.00
16,7,0.358869,0.921087,0.993375,0.722689,0.757974,0.857143,0.974359,0.491468,0.583784,0.944444,0,1,0,N/A,0.00
16,8,0.463637,0.886925,0.983408,0.935726,0.770721,0.974747,0.971088,0.497278,0.615942,0.000000,0,1,0,N/A,0.00
16,9,0.489311,0.842899,0.983694,0.877311,0.783352,0.971549,0.945736,0.444727,0.639121,0.876712,0,1,0,N/A,0.00
16,10,0.342660,0.953052,0.993460,0.927292,0.705882,0.966527,0.969157,0.745868,0.595041,0.960000,0,1,0,N/A,0.00
16,MEAN,0.437998,0.873577,0.938341,0.811567,0.654143,0.954770,0.910337,0.499895,0.613711,0.795565,0,8,1.0000,N/A,312.51
17,1,0.347842,0.901460,0.996188,0.757597,0.505051,0.966184,0.938202,0.552301,0.672209,0.901408,0,0,1,N/A,0.00
17,2,0.269761,0.964595,0.995820,0.907613,0.400000,0.971239,0.931707,0.277372,0.656827,0.921569,0,0,1,N/A,0.00
17,3,0.435800,0.874322,0.747774,0.968111,0.797143,0.980578,0.846939,0.615794,0.659459,0.866667,0,1,0,N/A,0.00
17,4,0.333348,0.952958,0.994489,0.976433,0.783133,0.970996,0.947170,0.560175,0.613139,0.818182,0,1,0,N/A,0.00
17,5,0.610004,0.724833,0.670121,0.423698,0.787275,0.930233,0.600000,0.678146,0.668478,1.000000,0,1,0,N/A,0.00
17,6,0.540926,0.755094,0.991189,0.749415,0.188776,0.972678,0.979009,0.091768,0.672908,0.666667,0,1,0,N/A,0.00
17,7,0.312539,0.926366,0.993377,0.755952,0.776340,0.891892,0.974359,0.483221,0.638522,0.944444,0,1,0,N/A,0.00
17,8,0.444535,0.889900,0.982201,0.941231,0.778013,0.977273,0.971088,0.484956,0.642606,0.000000,0,1,0,N/A,0.00
17,9,0.465282,0.848905,0.983974,0.890470,0.779910,0.972574,0.945736,0.432633,0.670064,0.876712,0,1,0,N/A,0.00
17,10,0.297155,0.954067,0.993367,0.934338,0.706452,0.970711,0.969157,0.745868,0.637450,0.960000,0,1,0,N/A,0.00
17,MEAN,0.405719,0.879250,0.934850,0.830486,0.650209,0.960436,0.910337,0.492223,0.653166,0.795565,0,8,1.0000,N/A,308.86
18,1,0.352501,0.902844,0.995950,0.759351,0.497512,0.966184,0.938202,0.565310,0.678910,0.901408,0,0,1,N/A,0.00
18,2,0.276438,0.965359,0.996066,0.906433,0.452830,0.970166,0.931707,0.290076,0.656660,0.921569,0,0,1,N/A,0.00
18,3,0.423762,0.882787,0.818182,0.970636,0.814815,0.980578,0.846939,0.618538,0.710383,0.866667,0,1,0,N/A,0.00
18,4,0.337939,0.953386,0.994864,0.976759,0.787004,0.969773,0.947170,0.560175,0.610294,0.818182,0,1,0,N/A,0.00
18,5,0.596450,0.737417,0.782258,0.414763,0.803738,0.927835,0.600000,0.680213,0.666212,1.000000,0,1,0,N/A,0.00
18,6,0.532591,0.757357,0.991199,0.746562,0.182716,0.972678,0.979009,0.100000,0.676356,0.666667,0,1,0,N/A,0.00
18,7,0.317634,0.927421,0.993961,0.752941,0.776340,0.868421,0.974359,0.491468,0.649077,0.944444,0,1,0,N/A,0.00
18,8,0.439065,0.897777,0.989011,0.944878,0.801249,0.976040,0.971088,0.498195,0.664898,0.000000,0,1,0,N/A,0.00
18,9,0.460299,0.856247,0.988728,0.893571,0.794429,0.972574,0.945736,0.444162,0.686175,0.876712,0,1,0,N/A,0.00
18,10,0.301745,0.955463,0.994217,0.934759,0.724359,0.970711,0.969157,0.747934,0.631579,1.000000,0,1,0,N/A,0.00
18,MEAN,0.403843,0.883606,0.954444,0.830065,0.663499,0.957496,0.910337,0.499607,0.663054,0.799565,0,8,1.0000,N/A,331.73
19,1,0.320319,0.903613,0.996425,0.753319,0.512315,0.966184,0.938202,0.582781,0.680473,0.901408,0,0,1,N/A,0.00
19,2,0.244304,0.965869,0.995819,0.908029,0.413793,0.972315,0.931707,0.304000,0.670391,0.921569,0,0,1,N/A,0.00
19,3,0.412290,0.884741,0.842809,0.968267,0.818735,0.980578,0.846939,0.624000,0.706522,0.866667,0,1,0,N/A,0.00
