round,client,loss,accuracy,Normal,SQL_injection,Uploading,Backdoor,Port_Scanning,XSS,Password,Fingerprinting
3,8,1.2436,0.4847,0.6983,0.6410,0.4857,0.0417,0.4723,0.6912,0.3919,0.4851
3,9,1.0464,0.6566,0.7816,0.0000,0.0784,0.5714,0.7985,0.4000,0.3947,0.4251
3,10,1.1979,0.6241,0.8560,0.5000,0.0930,0.5352,0.2828,0.5684,0.2635,0.4249
3,MEAN,1.1161,0.5750,0.6949,0.3739,0.3901,0.4328,0.4154,0.5827,0.4303,0.3026
4,1,0.9386,0.6458,0.8890,0.0488,0.2353,0.4981,0.7356,0.0144,0.6770,0.0788
4,2,0.9642,0.6915,0.8708,0.2069,0.5238,0.4375,0.1884,0.7323,0.7487,0.2796
4,3,1.0742,0.5323,0.4667,0.7967,0.6435,0.3816,0.4581,0.7430,0.3743,0.4136
4,4,1.0049,0.6254,0.8816,0.4000,0.3953,0.3503,0.3798,0.7784,0.5832,0.3490
4,5,1.0811,0.3972,0.8608,0.5000,0.4706,0.4517,0.6094,0.4920,0.0766,0.0345
4,6,1.0515,0.5300,0.8333,0.6452,0.6022,0.4059,0.1937,0.7312,0.2490,0.3165
4,7,0.9361,0.6937,0.8804,0.2667,0.6960,0.3274,0.7331,0.7692,0.6925,0.1026
4,8,1.1432,0.5210,0.8827,0.6835,0.4965,0.1739,0.5613,0.8167,0.4223,0.4634
4,9,0.9100,0.7278,0.9173,0.0000,0.0784,0.5517,0.8792,0.2667,0.4341,0.4061
4,10,1.0573,0.6924,0.9317,0.5000,0.0930,0.4972,0.4400,0.5773,0.3143,0.4104
4,MEAN,1.0161,0.6057,0.8414,0.4048,0.4235,0.4076,0.5179,0.5921,0.4572,0.2854
5,1,0.8648,0.6139,0.8802,0.0488,0.2353,0.5000,0.7163,0.0176,0.6525,0.0688
5,2,0.8880,0.6566,0.8569,0.2143,0.5412,0.4271,0.1747,0.7217,0.7207,0.3270
5,3,0.9784,0.5767,0.6562,0.9091,0.6724,0.3988,0.4321,0.7437,0.4070,0.6124
5,4,0.9227,0.6409,0.8894,0.5600,0.3953,0.3817,0.3301,0.7862,0.5956,0.5085
5,5,1.0023,0.4004,0.9167,0.5000,0.4706,0.4597,0.5750,0.4552,0.0739,0.0403
5,6,0.9672,0.5612,0.8896,0.8116,0.6170,0.4296,0.1807,0.7400,0.2818,0.4377
5,7,0.8586,0.6858,0.8795,0.3390,0.7130,0.3515,0.7084,0.7898,0.6699,0.1259
5,8,1.0250,0.6437,0.8712,0.7532,0.5417,0.2105,0.5091,0.8480,0.4809,0.7038
5,9,0.8228,0.7430,0.8842,0.0000,0.0784,0.5263,0.8540,0.2353,0.4348,0.6553
5,10,0.9792,0.7135,0.9102,0.6071,0.0930,0.4835,0.3874,0.4906,0.3489,0.6416
5,MEAN,0.9309,0.6236,0.8634,0.4743,0.4358,0.4169,0.4868,0.5828,0.4666,0.4121
6,1,0.8447,0.6340,0.9070,0.0488,0.2353,0.4777,0.6957,0.0212,0.6518,0.0940
6,2,0.8371,0.6777,0.8819,0.2143,0.5412,0.4155,0.1521,0.7180,0.7394,0.2876
6,3,1.0850,0.5288,0.6462,0.9254,0.6842,0.4080,0.3413,0.7281,0.3626,0.4340
6,4,0.9713,0.6176,0.9105,0.5882,0.3953,0.3696,0.2911,0.7704,0.5700,0.3529
6,5,1.1264,0.3885,0.9067,0.5600,0.4706,0.4442,0.5591,0.4891,0.0701,0.0370
6,6,1.0743,0.5256,0.8977,0.8116,0.6170,0.4103,0.1307,0.7317,0.2318,0.3503
6,7,0.8526,0.6948,0.9038,0.3390,0.7130,0.3661,0.6744,0.7715,0.6803,0.1639
6,8,1.1489,0.5070,0.8955,0.8000,0.5455,0.2667,0.4863,0.8167,0.4091,0.4412
6,9,0.8257,0.7187,0.8994,0.0000,0.0784,0.5763,0.8668,0.2667,0.4227,0.4112
6,10,0.9945,0.6935,0.9369,0.6071,0.0930,0.4633,0.4272,0.5319,0.3179,0.4158
6,MEAN,0.9761,0.5986,0.8786,0.4894,0.4374,0.4198,0.4625,0.5845,0.4456,0.2988
7,1,0.7988,0.6479,0.9297,0.0488,0.2353,0.5140,0.7621,0.0184,0.6575,0.0637
7,2,0.7978,0.7064,0.9035,0.2143,0.5412,0.4345,0.2124,0.7855,0.7400,0.3077
7,3,0.9269,0.5902,0.5946,0.9254,0.6842,0.4119,0.5145,0.7929,0.3892,0.5265
7,4,0.8518,0.6798,0.9201,0.5882,0.3953,0.4123,0.4112,0.8421,0.5869,0.4418
7,5,0.9997,0.4018,0.9589,0.5600,0.4706,0.4441,0.7474,0.4961,0.0813,0.0302
7,6,0.9186,0.5840,0.8937,0.8116,0.6170,0.4336,0.2402,0.7860,0.2574,0.3706
7,7,0.7742,0.7340,0.9210,0.3390,0.7130,0.3956,0.7472,0.8434,0.6787,0.1297
7,8,0.9858,0.5831,0.9133,0.8000,0.5455,0.3750,0.5749,0.8480,0.4367,0.5752
7,9,0.7392,0.7642,0.9465,0.0000,0.0784,0.5091,0.8948,0.3529,0.4607,0.5470
7,10,0.8568,0.7518,0.9646,0.6071,0.0930,0.4972,0.6111,0.5926,0.3514,0.5296
7,MEAN,0.8650,0.6443,0.8946,0.4894,0.4374,0.4427,0.5716,0.6358,0.4640,0.3522
8,1,0.9192,0.5902,0.9159,0.0488,0.2353,0.3412,0.7107,0.0238,0.5700,0.0847
8,2,0.8573,0.6490,0.9007,0.1579,0.5412,0.3323,0.1604,0.6217,0.6741,0.2561
8,3,1.2314,0.4413,0.5000,0.7750,0.6842,0.3171,0.2846,0.6305,0.2942,0.3969
8,4,1.0814,0.5456,0.9043,0.3896,0.3953,0.2990,0.2502,0.6751,0.4837,0.3367
8,5,1.3746,0.2839,0.8947,0.5600,0.4706,0.3116,0.4781,0.4240,0.0518,0.0235
8,6,1.2668,0.4241,0.8505,0.6588,0.6170,0.3012,0.0923,0.6499,0.1694,0.2812
8,7,0.9401,0.6358,0.9109,0.3390,0.7130,0.2643,0.6406,0.6913,0.5774,0.1408
8,8,1.1034,0.4946,0.9006,0.5161,0.5455,0.2857,0.5053,0.7091,0.3853,0.4299
8,9,0.7698,0.7309,0.9517,0.0000,0.0784,0.3265,0.8931,0.2500,0.3947,0.3785
8,10,0.9322,0.7159,0.9671,0.5373,0.0952,0.2981,0.6111,0.4731,0.2986,0.4061
8,MEAN,1.0476,0.5511,0.8697,0.3983,0.4376,0.3077,0.4626,0.5148,0.3899,0.2735
9,1,1.8693,0.4230,0.6575,0.5000,0.2353,0.0650,0.5987,0.0000,0.2781,0.0833
9,2,1.4694,0.4207,0.6386,0.2500,0.5412,0.0977,0.1236,0.0984,0.3626,0.1300
9,3,3.1399,0.1380,0.0753,0.6744,0.6903,0.0653,0.1289,0.1155,0.1204,0.1705
9,4,2.6266,0.2390,0.5663,0.3662,0.3953,0.0824,0.1260,0.1304,0.2136,0.1547
9,5,3.7448,0.0732,0.1331,0.6667,0.4706,0.0705,0.1356,0.0888,0.0106,0.0000
9,6,3.4958,0.0993,0.2732,0.6292,0.6237,0.0812,0.0277,0.1240,0.0686,0.1314
9,7,2.1025,0.3688,0.6391,0.8421,0.7130,0.0835,0.4723,0.1205,0.2483,0.0833
9,8,2.3303,0.2921,0.3701,0.3784,0.5455,0.0000,0.4503,0.0548,0.2491,0.1675
9,9,1.2450,0.6854,0.7533,0.0000,0.0784,0.0952,0.9088,0.2500,0.2819,0.1745
9,10,1.5946,0.6388,0.8608,0.5517,0.0952,0.0593,0.4348,0.1600,0.2433,0.1757
9,MEAN,2.3618,0.3378,0.4967,0.4859,0.4388,0.0700,0.3406,0.1142,0.2077,0.1271
10,1,0.7256,0.6440,0.9505,0.0488,0.2353,0.5431,0.7364,0.0171,0.6341,0.0620
10,2,0.7048,0.6915,0.9401,0.2143,0.5412,0.4901,0.1821,0.8140,0.6974,0.3120
10,3,0.8259,0.6346,0.7164,0.9254,0.6842,0.4877,0.5318,0.8349,0.3845,0.5575
10,4,0.7331,0.7106,0.9508,0.5882,0.3953,0.4773,0.4180,0.8794,0.5779,0.4804
10,5,0.9366,0.4432,0.9589,0.5600,0.4706,0.4969,0.7889,0.5085,0.0802,0.0447
10,6,0.8044,0.6356,0.9337,0.8116,0.6170,0.5006,0.3026,0.8206,0.2664,0.4000
10,7,0.6700,0.7510,0.9525,0.3390,0.7130,0.4528,0.7472,0.8786,0.6506,0.1414
10,8,0.9259,0.6142,0.9571,0.8000,0.5455,0.3077,0.5504,0.8855,0.4441,0.6273
10,9,0.6476,0.7794,0.9683,0.0000,0.0784,0.4615,0.9016,0.4000,0.4343,0.6042
10,10,0.7288,0.7782,0.9763,0.6316,0.0952,0.5838,0.6984,0.6486,0.3524,0.5687
10,MEAN,0.7703,0.6682,0.9305,0.4919,0.4376,0.4802,0.5857,0.6687,0.4522,0.3798
11,1,0.7256,0.6358,0.9543,0.0488,0.2353,0.5323,0.7537,0.0147,0.6368,0.0502
11,2,0.7123,0.6934,0.9435,0.2143,0.5412,0.5125,0.1911,0.8312,0.6964,0.3256
11,3,0.7638,0.6627,0.7059,0.9254,0.6842,0.4888,0.5379,0.8516,0.4187,0.6101
11,4,0.6906,0.7390,0.9577,0.5882,0.3953,0.4931,0.4284,0.9030,0.6114,0.5320
11,5,0.8986,0.4533,0.9589,0.5600,0.4706,0.4956,0.7717,0.5043,0.0990,0.0500
11,6,0.7478,0.6660,0.9408,0.8116,0.6170,0.5132,0.3067,0.8378,0.3167,0.4242
11,7,0.6384,0.7676,0.9545,0.3390,0.7130,0.4632,0.7557,0.9061,0.6726,0.1429
11,8,0.8675,0.6655,0.9591,0.8000,0.5455,0.3636,0.5613,0.9420,0.4761,0.7026
11,9,0.6072,0.7961,0.9669,0.0000,0.0784,0.5455,0.8999,0.3810,0.4414,0.6875
11,10,0.6941,0.7959,0.9758,0.6316,0.0952,0.5604,0.7040,0.6612,0.3874,0.6436
11,MEAN,0.7346,0.6875,0.9317,0.4919,0.4376,0.4968,0.5910,0.6833,0.4757,0.4169
12,1,0.8045,0.6047,0.9114,0.0488,0.2353,0.4532,0.7133,0.0151,0.5909,0.0704
12,2,0.7649,0.6640,0.8944,0.1765,0.5412,0.4404,0.1619,0.8019,0.6697,0.2868
12,3,0.9322,0.5883,0.4400,0.8493,0.6903,0.4139,0.4104,0.8275,0.3434,0.4472
12,4,0.8064,0.6782,0.8878,0.4918,0.3953,0.4266,0.3419,0.8763,0.5327,0.3856
12,5,1.0853,0.4015,0.8750,0.5600,0.4706,0.4236,0.6995,0.5077,0.0792,0.0611
12,6,0.9055,0.5990,0.8227,0.7273,0.6170,0.4301,0.1762,0.8118,0.2339,0.3194
12,7,0.6907,0.7425,0.9084,0.3390,0.7130,0.4113,0.6975,0.8871,0.6323,0.1606
12,8,1.1304,0.5153,0.8633,0.6214,0.5455,0.4444,0.5035,0.8855,0.3798,0.4696
12,9,0.7057,0.7475,0.9495,0.0000,0.0784,0.2979,0.8948,0.3478,0.4046,0.4838
12,10,0.8153,0.7429,0.9657,0.5538,0.0952,0.4268,0.6471,0.6500,0.3311,0.4544
12,MEAN,0.8641,0.6284,0.8518,0.4368,0.4382,0.4168,0.5246,0.6611,0.4198,0.3139
13,1,0.7152,0.6527,0.9433,0.0488,0.2353,0.5737,0.7440,0.0208,0.6282,0.0593
13,2,0.7121,0.6844,0.9293,0.2069,0.5412,0.5076,0.1881,0.7750,0.6920,0.3072
13,3,0.8164,0.6031,0.6301,0.9254,0.6842,0.4769,0.5201,0.7938,0.3743,0.5527
13,4,0.7422,0.6709,0.9335,0.5882,0.3953,0.4474,0.4112,0.8231,0.5617,0.4779
13,5,0.9107,0.4633,0.9589,0.5600,0.4706,0.5380,0.7802,0.5092,0.0813,0.0478
13,6,0.8074,0.6016,0.9286,0.8000,0.6170,0.5002,0.2831,0.7788,0.2575,0.3810
13,7,0.6810,0.7160,0.9388,0.3390,0.7130,0.4137,0.7454,0.8254,0.6298,0.1422
13,8,0.8751,0.6157,0.9404,0.8000,0.5455,0.2222,0.5483,0.8640,0.4414,0.6397
13,9,0.6158,0.7892,0.9669,0.0000,0.0784,0.6102,0.9008,0.4286,0.4568,0.6321
13,10,0.7048,0.7747,0.9748,0.6316,0.0952,0.5729,0.6984,0.5859,0.3532,0.5687
13,MEAN,0.7581,0.6572,0.9145,0.4900,0.4376,0.4863,0.5820,0.6405,0.4476,0.3809
14,1,0.7013,0.6345,0.9498,0.0488,0.2353,0.5754,0.7263,0.0146,0.6250,0.0488
14,2,0.7149,0.6763,0.9398,0.1765,0.5412,0.5660,0.1727,0.8270,0.6751,0.3159
14,3,0.7288,0.6787,0.6875,0.8794,0.6903,0.5408,0.5090,0.8572,0.4317,0.6196
14,4,0.6758,0.7439,0.9559,0.5172,0.3953,0.5510,0.3994,0.9075,0.6029,0.5441
14,5,0.8257,0.4985,0.9444,0.5600,0.4706,0.5536,0.7717,0.5165,0.1190,0.0635
14,6,0.7096,0.6843,0.9429,0.7368,0.6237,0.5577,0.2813,0.8420,0.3278,0.4254
14,7,0.6220,0.7657,0.9497,0.3390,0.7130,0.5053,0.7337,0.9125,0.6544,0.1667
14,8,0.8604,0.6712,0.9586,0.6957,0.5455,0.4444,0.5358,0.9640,0.4766,0.7175
14,9,0.5833,0.7945,0.9638,0.0000,0.0784,0.4615,0.8986,0.3200,0.4594,0.6954
14,10,0.6941,0.8047,0.9731,0.5806,0.0952,0.6022,0.6567,0.6774,0.3965,0.6841
14,MEAN,0.7116,0.6952,0.9266,0.4534,0.4388,0.5358,0.5685,0.6839,0.4768,0.4281
15,1,0.6780,0.6324,0.9661,0.0488,0.2353,0.5779,0.7782,0.0156,0.6143,0.0520
15,2,0.6786,0.6929,0.9585,0.2143,0.5412,0.5543,0.2299,0.8421,0.6802,0.3493
15,3,0.6953,0.7074,0.8000,0.9333,0.6903,0.5303,0.6147,0.8686,0.4734,0.6932
15,4,0.6378,0.7554,0.9656,0.5882,0.3953,0.5279,0.4991,0.9144,0.6063,0.5793
15,5,0.8114,0.4920,0.9589,0.5600,0.4706,0.5423,0.8659,0.5380,0.1159,0.0443
15,6,0.6814,0.6977,0.9687,0.8116,0.6237,0.5539,0.4279,0.8546,0.3689,0.4449
15,7,0.6014,0.7684,0.9637,0.3390,0.7130,0.4923,0.7895,0.9175,0.6554,0.1486
15,8,0.7640,0.7716,0.9760,0.8000,0.5455,0.3636,0.6147,0.9565,0.5707,0.8321
15,9,0.5343,0.8362,0.9837,0.0000,0.0784,0.5455,0.9130,0.4000,0.4936,0.8008
15,10,0.6033,0.8453,0.9805,0.6316,0.0952,0.6138,0.7857,0.7119,0.4357,0.7853
15,MEAN,0.6685,0.7199,0.9522,0.4927,0.4388,0.5302,0.6519,0.7019,0.5015,0.4730
16,1,0.6906,0.6472,0.9435,0.0488,0.2353,0.6767,0.7422,0.0217,0.5794,0.0456
16,2,0.7233,0.6476,0.9357,0.2143,0.5412,0.5522,0.1860,0.7313,0.6263,0.3390
16,3,0.7228,0.6334,0.6400,0.9254,0.6903,0.5366,0.5399,0.7646,0.4227,0.6505
16,4,0.6805,0.6576,0.9417,0.5882,0.3953,0.4551,0.4251,0.7812,0.5626,0.5527
16,5,0.7881,0.5492,0.9589,0.5600,0.4706,0.6439,0.8068,0.5027,0.1333,0.0370
16,6,0.7059,0.6168,0.9264,0.8116,0.6237,0.5538,0.3217,0.7399,0.3363,0.4070
16,7,0.6384,0.6830,0.9459,0.3390,0.7130,0.4044,0.7466,0.7831,0.6080,0.1296
16,8,0.8065,0.7245,0.9471,0.8000,0.5455,0.2143,0.5569,0.8167,0.4977,0.8061
16,9,0.5610,0.8218,0.9741,0.0000,0.0784,0.6230,0.9077,0.2667,0.4472,0.7686
16,10,0.6418,0.8335,0.9790,0.6316,0.0952,0.6667,0.7395,0.6154,0.4000,0.7579
16,MEAN,0.6959,0.6815,0.9192,0.4919,0.4388,0.5327,0.5972,0.6023,0.4613,0.4494
17,1,0.6475,0.6305,0.9474,0.0488,0.2353,0.6199,0.7573,0.0160,0.5912,0.0474
17,2,0.6971,0.6706,0.9362,0.2143,0.5412,0.5968,0.2051,0.8626,0.6407,0.3395
17,3,0.6956,0.7140,0.6486,0.9254,0.6903,0.5730,0.5992,0.8826,0.4496,0.6619
17,4,0.6590,0.7586,0.9449,0.5882,0.3953,0.5886,0.4760,0.9278,0.5782,0.5604
17,5,0.7280,0.5402,0.9333,0.5600,0.4706,0.5987,0.8712,0.5731,0.1483,0.0407
17,6,0.6731,0.7173,0.9290,0.8116,0.6237,0.5965,0.4182,0.8676,0.3731,0.4130
17,7,0.6216,0.7703,0.9489,0.3390,0.7130,0.5645,0.7694,0.9371,0.6178,0.1433
17,8,0.7825,0.7519,0.9512,0.8000,0.5455,0.6000,0.5820,0.9784,0.5210,0.8218
17,9,0.5250,0.8309,0.9797,0.0000,0.0784,0.5455,0.9112,0.3810,0.4541,0.7958
17,10,0.5836,0.8447,0.9800,0.6316,0.0952,0.6283,0.8000,0.7049,0.4364,0.7754
17,MEAN,0.6613,0.7229,0.9199,0.4919,0.4388,0.5912,0.6389,0.7131,0.4810,0.4599
18,1,0.6313,0.6727,0.9625,0.0488,0.2353,0.6451,0.8146,0.0153,0.6795,0.0525
18,2,0.6819,0.7169,0.9548,0.2143,0.5412,0.6266,0.2548,0.8544,0.7134,0.3459
18,3,0.6747,0.7244,0.7273,0.9333,0.6903,0.5990,0.6484,0.8734,0.5076,0.6652
18,4,0.6354,0.7736,0.9636,0.5882,0.3953,0.5970,0.5398,0.9175,0.6494,0.5639
18,5,0.6905,0.5578,0.9589,0.5600,0.4706,0.6231,0.8765,0.5435,0.1894,0.0397
18,6,0.6416,0.7287,0.9577,0.8116,0.6237,0.6210,0.5000,0.8579,0.4463,0.4361
18,7,0.6025,0.7902,0.9607,0.3390,0.7130,0.5695,0.8059,0.9265,0.6955,0.1397
18,8,0.7917,0.7525,0.9697,0.8000,0.5455,0.4615,0.6256,0.9496,0.5612,0.8063
18,9,0.5229,0.8355,0.9850,0.0000,0.0784,0.6207,0.9193,0.3810,0.5197,0.7729
18,10,0.5778,0.8459,0.9810,0.6316,0.0952,0.6800,0.8073,0.7049,0.4530,0.7627
18,MEAN,0.6450,0.7398,0.9421,0.4927,0.4388,0.6044,0.6792,0.7024,0.5415,0.4585
19,1,0.6041,0.6944,0.9674,1.0000,0.2353,0.6595,0.8253,0.0152,0.7037,0.0506
19,2,0.6490,0.7337,0.9585,0.8571,0.5412,0.6126,0.2629,0.8468,0.7409,0.3415
19,3,0.6603,0.7272,0.8000,0.9291,0.6903,0.6106,0.6697,0.8735,0.5311,0.6419
19,4,0.6158,0.7855,0.9681,0.9286,0.3953,0.6070,0.5631,0.9223,0.6778,0.5567
19,5,0.6801,0.5652,0.9589,0.8750,0.4706,0.6268,0.9341,0.5427,0.1946,0.0492
19,6,0.6307,0.7335,0.9714,0.9032,0.6237,0.6240,0.5027,0.8600,0.4548,0.4493
19,7,0.5764,0.8096,0.9667,0.8421,0.7130,0.5729,0.8376,0.9243,0.7329,0.1408
19,8,0.7821,0.7359,0.9760,0.8615,0.5455,0.4000,0.6696,0.9504,0.5624,0.7723
19,9,0.5114,0.8529,0.9864,0.0000,0.0784,0.6441,0.9492,0.3636,0.5132,0.7461
19,10,0.5731,0.8400,0.9810,0.8889,0.0952,0.7030,0.7244,0.7107,0.4654,0.7264
19,MEAN,0.6283,0.7478,0.9534,0.8086,0.4388,0.6060,0.6939,0.7009,0.5577,0.4475
20,1,0.6179,0.6722,0.9576,1.0000,0.2353,0.6774,0.8126,0.0165,0.6444,0.0508
20,2,0.6830,0.6984,0.9446,0.8571,0.5412,0.6305,0.2445,0.8558,0.6807,0.3562
20,3,0.6689,0.7357,0.7164,0.9291,0.6903,0.6257,0.6404,0.8728,0.5089,0.7041
20,4,0.6400,0.7768,0.9586,0.9286,0.3953,0.6210,0.5431,0.9198,0.6360,0.5875
20,5,0.6683,0.5722,0.9589,0.8750,0.4706,0.6412,0.9286,0.5497,0.1788,0.0483
20,6,0.6412,0.7359,0.9418,0.9206,0.6237,0.6384,0.4842,0.8600,0.4523,0.4593
20,7,0.6092,0.7881,0.9547,0.8421,0.7130,0.5796,0.8278,0.9213,0.6758,0.1457
20,8,0.7575,0.7835,0.9573,0.8615,0.5455,0.4615,0.6609,0.9559,0.5865,0.8426
20,9,0.5095,0.8696,0.9837,0.0000,0.0784,0.6441,0.9473,0.3810,0.5286,0.8174
20,10,0.5595,0.8612,0.9805,0.8889,0.0952,0.6995,0.7188,0.7009,0.4903,0.8060
20,MEAN,0.6355,0.7494,0.9354,0.8103,0.4388,0.6219,0.6808,0.7034,0.5382,0.4818
21,1,0.5952,0.7094,0.9540,1.0000,0.2353,0.7390,0.8620,0.0203,0.6864,0.0493
21,2,0.6813,0.7183,0.9446,0.8571,0.5412,0.6437,0.3104,0.8151,0.7167,0.3616
21,3,0.6645,0.7329,0.6761,0.9291,0.6903,0.6403,0.7192,0.8469,0.5644,0.7049
21,4,0.6426,0.7644,0.9529,0.9286,0.3953,0.5963,0.6197,0.8856,0.6703,0.5918
21,5,0.6188,0.6166,0.9589,0.8750,0.4706,0.6979,0.9398,0.5550,0.2299,0.0451
21,6,0.6309,0.7305,0.9392,0.9032,0.6237,0.6573,0.5935,0.8360,0.5223,0.4592
21,7,0.6130,0.7791,0.9528,0.8421,0.7130,0.5479,0.8631,0.8834,0.7159,0.1436
21,8,0.7507,0.7980,0.9593,0.8615,0.5455,0.4000,0.7064,0.9265,0.6211,0.8515
21,9,0.5000,0.8802,0.9824,0.0000,0.0784,0.7500,0.9527,0.4706,0.5727,0.8272
21,10,0.5382,0.8765,0.9800,0.8889,0.0952,0.7685,0.7419,0.7387,0.5394,0.8272
21,MEAN,0.6235,0.7606,0.9300,0.8086,0.4388,0.6441,0.7309,0.6978,0.5839,0.4861
22,1,0.6123,0.6909,0.9607,1.0000,0.2353,0.6655,0.8665,0.0178,0.6889,0.0505
22,2,0.6609,0.7259,0.9511,0.8571,0.5412,0.6087,0.3161,0.8459,0.7277,0.3442
22,3,0.6797,0.7279,0.7059,0.9291,0.6903,0.5990,0.7087,0.8683,0.5314,0.6856
22,4,0.6418,0.7768,0.9605,0.9286,0.3953,0.5977,0.6237,0.9111,0.6626,0.5797
22,5,0.7011,0.5676,0.9589,0.8750,0.4706,0.6357,0.9398,0.5636,0.1799,0.0438
22,6,0.6618,0.7259,0.9524,0.9206,0.6237,0.6257,0.5750,0.8546,0.4538,0.4427
22,7,0.6065,0.7987,0.9597,0.8421,0.7130,0.5710,0.8639,0.9163,0.7161,0.1481
22,8,0.7307,0.7851,0.9634,0.8615,0.5455,0.4615,0.7064,0.9559,0.6080,0.8335
22,9,0.4936,0.8719,0.9837,0.0000,0.0784,0.6667,0.9536,0.4211,0.5583,0.8050
22,10,0.5372,0.8576,0.9800,0.8889,0.0952,0.6897,0.7258,0.6957,0.4962,0.7927
22,MEAN,0.6326,0.7528,0.9376,0.8103,0.4388,0.6121,0.7279,0.7050,0.5623,0.4726
23,1,0.6008,0.6973,0.9510,1.0000,0.2353,0.6955,0.8487,0.0182,0.6884,0.0494
23,2,0.6743,0.7226,0.9430,0.8571,0.5412,0.6384,0.2947,0.8478,0.7221,0.3430
23,3,0.6860,0.7235,0.6486,0.9291,0.6903,0.6232,0.6791,0.8610,0.5133,0.6737
23,4,0.6487,0.7717,0.9536,0.9286,0.3953,0.6113,0.5918,0.9060,0.6604,0.5653
23,5,0.6478,0.5890,0.9589,0.8750,0.4706,0.6641,0.9286,0.5516,0.2072,0.0414
23,6,0.6470,0.7281,0.9341,0.9206,0.6237,0.6392,0.5476,0.8470,0.4855,0.4359
23,7,0.6135,0.7930,0.9528,0.8421,0.7162,0.5760,0.8505,0.9071,0.7168,0.1424
23,8,0.7814,0.7695,0.9573,0.8615,0.5493,0.4000,0.6906,0.9333,0.5884,0.8198
23,9,0.5098,0.8666,0.9824,0.0000,0.0784,0.6885,0.9509,0.4211,0.5333,0.7924
23,10,0.5494,0.8529,0.9795,0.8889,0.0952,0.7177,0.7200,0.6964,0.4727,0.7759
23,MEAN,0.6359,0.7514,0.9261,0.8103,0.4395,0.6254,0.7102,0.6990,0.5588,0.4639
24,1,0.6205,0.6901,0.9649,1.0000,0.2353,0.6745,0.8314,0.0198,0.6658,0.0559
24,2,0.6718,0.7164,0.9610,0.8571,0.5412,0.6102,0.2607,0.8183,0.7179,0.3434
