round,client,loss,accuracy,Normal,SQL_injection,Uploading,Backdoor,Port_Scanning,XSS,Password,Fingerprinting
6,5,2.0069,0.1712,0.0000,0.0000,0.0000,0.0000,0.0000,0.2924,0.0000,0.0000
6,6,2.0101,0.4794,0.0000,0.0000,0.0000,0.0000,0.0000,0.6481,0.0000,0.0000
6,7,2.0552,0.3372,0.0000,0.0000,0.0000,0.0000,0.0000,0.5043,0.0000,0.0000
6,8,2.0659,0.0368,0.0000,0.0000,0.0000,0.0000,0.0000,0.0709,0.0000,0.0000
6,9,2.0986,0.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0060,0.0000,0.0000
6,10,2.0763,0.0259,0.0000,0.0000,0.0000,0.0000,0.0000,0.0505,0.0000,0.0000
6,MEAN,2.0507,0.1915,0.0000,0.0000,0.0000,0.0000,0.0000,0.2837,0.0000,0.0000
7,1,nan,0.2081,0.3445,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7,2,nan,0.2725,0.4283,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7,3,nan,0.0076,0.0150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7,4,nan,0.1185,0.2119,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7,5,nan,0.0100,0.0198,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7,6,nan,0.0195,0.0382,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7,7,nan,0.1315,0.2324,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7,8,nan,0.1191,0.2129,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7,9,nan,0.2790,0.4363,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7,10,nan,0.5841,0.7375,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7,MEAN,nan,0.1750,0.2677,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8,1,2.0631,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0000,0.0000
8,2,2.0687,0.0678,0.0000,0.0000,0.0000,0.0000,0.0000,0.1270,0.0000,0.0000
8,3,2.0254,0.3978,0.0000,0.0000,0.0000,0.0000,0.0000,0.5692,0.0000,0.0000
8,4,2.0359,0.3952,0.0000,0.0000,0.0000,0.0000,0.0000,0.5665,0.0000,0.0000
8,5,2.0069,0.1712,0.0000,0.0000,0.0000,0.0000,0.0000,0.2924,0.0000,0.0000
8,6,2.0099,0.4794,0.0000,0.0000,0.0000,0.0000,0.0000,0.6481,0.0000,0.0000
8,7,2.0550,0.3372,0.0000,0.0000,0.0000,0.0000,0.0000,0.5043,0.0000,0.0000
8,8,2.0668,0.0368,0.0000,0.0000,0.0000,0.0000,0.0000,0.0709,0.0000,0.0000
8,9,2.0992,0.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0060,0.0000,0.0000
8,10,2.0762,0.0259,0.0000,0.0000,0.0000,0.0000,0.0000,0.0505,0.0000,0.0000
8,MEAN,2.0507,0.1915,0.0000,0.0000,0.0000,0.0000,0.0000,0.2837,0.0000,0.0000
9,1,nan,0.2081,0.3445,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9,2,nan,0.2725,0.4283,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9,3,nan,0.0076,0.0150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9,4,nan,0.1185,0.2119,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9,5,nan,0.0100,0.0198,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9,6,nan,0.0195,0.0382,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9,7,nan,0.1315,0.2324,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9,8,nan,0.1191,0.2129,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9,9,nan,0.2790,0.4363,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9,10,nan,0.5841,0.7375,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9,MEAN,nan,0.1750,0.2677,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10,1,2.0635,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0000,0.0000
10,2,2.0690,0.0678,0.0000,0.0000,0.0000,0.0000,0.0000,0.1270,0.0000,0.0000
10,3,2.0244,0.3978,0.0000,0.0000,0.0000,0.0000,0.0000,0.5692,0.0000,0.0000
10,4,2.0352,0.3952,0.0000,0.0000,0.0000,0.0000,0.0000,0.5665,0.0000,0.0000
10,5,2.0060,0.1712,0.0000,0.0000,0.0000,0.0000,0.0000,0.2924,0.0000,0.0000
10,6,2.0087,0.4794,0.0000,0.0000,0.0000,0.0000,0.0000,0.6481,0.0000,0.0000
10,7,2.0547,0.3372,0.0000,0.0000,0.0000,0.0000,0.0000,0.5043,0.0000,0.0000
10,8,2.0663,0.0368,0.0000,0.0000,0.0000,0.0000,0.0000,0.0709,0.0000,0.0000
10,9,2.1001,0.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0060,0.0000,0.0000
10,10,2.0771,0.0259,0.0000,0.0000,0.0000,0.0000,0.0000,0.0505,0.0000,0.0000
10,MEAN,2.0505,0.1915,0.0000,0.0000,0.0000,0.0000,0.0000,0.2837,0.0000,0.0000
11,1,nan,0.2081,0.3445,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11,2,nan,0.2725,0.4283,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11,3,nan,0.0076,0.0150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11,4,nan,0.1185,0.2119,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11,5,nan,0.0100,0.0198,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11,6,nan,0.0195,0.0382,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11,7,nan,0.1315,0.2324,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11,8,nan,0.1191,0.2129,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11,9,nan,0.2790,0.4363,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11,10,nan,0.5841,0.7375,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11,MEAN,nan,0.1750,0.2677,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12,1,2.0644,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0000,0.0000
12,2,2.0702,0.0678,0.0000,0.0000,0.0000,0.0000,0.0000,0.1270,0.0000,0.0000
12,3,2.0238,0.3978,0.0000,0.0000,0.0000,0.0000,0.0000,0.5692,0.0000,0.0000
12,4,2.0350,0.3952,0.0000,0.0000,0.0000,0.0000,0.0000,0.5665,0.0000,0.0000
12,5,2.0059,0.1712,0.0000,0.0000,0.0000,0.0000,0.0000,0.2924,0.0000,0.0000
12,6,2.0080,0.4794,0.0000,0.0000,0.0000,0.0000,0.0000,0.6481,0.0000,0.0000
12,7,2.0546,0.3372,0.0000,0.0000,0.0000,0.0000,0.0000,0.5043,0.0000,0.0000
12,8,2.0660,0.0368,0.0000,0.0000,0.0000,0.0000,0.0000,0.0709,0.0000,0.0000
12,9,2.0998,0.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0060,0.0000,0.0000
12,10,2.0774,0.0259,0.0000,0.0000,0.0000,0.0000,0.0000,0.0505,0.0000,0.0000
12,MEAN,2.0505,0.1915,0.0000,0.0000,0.0000,0.0000,0.0000,0.2837,0.0000,0.0000
13,1,nan,0.2081,0.3445,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
13,2,nan,0.2725,0.4283,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
13,3,nan,0.0076,0.0150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
13,4,nan,0.1185,0.2119,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
13,5,nan,0.0100,0.0198,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
13,6,nan,0.0195,0.0382,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
13,7,nan,0.1315,0.2324,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
13,8,nan,0.1191,0.2129,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
13,9,nan,0.2790,0.4363,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
13,10,nan,0.5841,0.7375,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
13,MEAN,nan,0.1750,0.2677,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14,1,2.0664,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0000,0.0000
14,2,2.0725,0.0678,0.0000,0.0000,0.0000,0.0000,0.0000,0.1270,0.0000,0.0000
14,3,2.0247,0.3978,0.0000,0.0000,0.0000,0.0000,0.0000,0.5692,0.0000,0.0000
14,4,2.0363,0.3952,0.0000,0.0000,0.0000,0.0000,0.0000,0.5665,0.0000,0.0000
14,5,2.0081,0.1712,0.0000,0.0000,0.0000,0.0000,0.0000,0.2924,0.0000,0.0000
14,6,2.0094,0.4794,0.0000,0.0000,0.0000,0.0000,0.0000,0.6481,0.0000,0.0000
14,7,2.0557,0.3372,0.0000,0.0000,0.0000,0.0000,0.0000,0.5043,0.0000,0.0000
14,8,2.0660,0.0368,0.0000,0.0000,0.0000,0.0000,0.0000,0.0709,0.0000,0.0000
14,9,2.0999,0.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0060,0.0000,0.0000
14,10,2.0794,0.0259,0.0000,0.0000,0.0000,0.0000,0.0000,0.0505,0.0000,0.0000
14,MEAN,2.0518,0.1915,0.0000,0.0000,0.0000,0.0000,0.0000,0.2837,0.0000,0.0000
15,1,nan,0.2081,0.3445,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
15,2,nan,0.2725,0.4283,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
15,3,nan,0.0076,0.0150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
15,4,nan,0.1185,0.2119,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
15,5,nan,0.0100,0.0198,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
15,6,nan,0.0195,0.0382,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
15,7,nan,0.1315,0.2324,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
15,8,nan,0.1191,0.2129,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
15,9,nan,0.2790,0.4363,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
15,10,nan,0.5841,0.7375,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
15,MEAN,nan,0.1750,0.2677,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
16,1,2.0667,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0000,0.0000
16,2,2.0739,0.0678,0.0000,0.0000,0.0000,0.0000,0.0000,0.1270,0.0000,0.0000
16,3,2.0226,0.3978,0.0000,0.0000,0.0000,0.0000,0.0000,0.5692,0.0000,0.0000
16,4,2.0351,0.3952,0.0000,0.0000,0.0000,0.0000,0.0000,0.5665,0.0000,0.0000
16,5,2.0056,0.1712,0.0000,0.0000,0.0000,0.0000,0.0000,0.2924,0.0000,0.0000
16,6,2.0067,0.4794,0.0000,0.0000,0.0000,0.0000,0.0000,0.6481,0.0000,0.0000
16,7,2.0549,0.3372,0.0000,0.0000,0.0000,0.0000,0.0000,0.5043,0.0000,0.0000
16,8,2.0657,0.0368,0.0000,0.0000,0.0000,0.0000,0.0000,0.0709,0.0000,0.0000
16,9,2.0997,0.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0060,0.0000,0.0000
16,10,2.0801,0.0259,0.0000,0.0000,0.0000,0.0000,0.0000,0.0505,0.0000,0.0000
16,MEAN,2.0511,0.1915,0.0000,0.0000,0.0000,0.0000,0.0000,0.2837,0.0000,0.0000
17,1,nan,0.2081,0.3445,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
17,2,nan,0.2725,0.4283,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
17,3,nan,0.0076,0.0150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
17,4,nan,0.1185,0.2119,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
17,5,nan,0.0100,0.0198,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
17,6,nan,0.0195,0.0382,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
17,7,nan,0.1315,0.2324,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
17,8,nan,0.1191,0.2129,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
17,9,nan,0.2790,0.4363,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
17,10,nan,0.5841,0.7375,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
17,MEAN,nan,0.1750,0.2677,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
18,1,2.0680,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0000,0.0000
18,2,2.0755,0.0678,0.0000,0.0000,0.0000,0.0000,0.0000,0.1270,0.0000,0.0000
18,3,2.0215,0.3978,0.0000,0.0000,0.0000,0.0000,0.0000,0.5692,0.0000,0.0000
18,4,2.0345,0.3952,0.0000,0.0000,0.0000,0.0000,0.0000,0.5665,0.0000,0.0000
18,5,2.0048,0.1712,0.0000,0.0000,0.0000,0.0000,0.0000,0.2924,0.0000,0.0000
18,6,2.0052,0.4794,0.0000,0.0000,0.0000,0.0000,0.0000,0.6481,0.0000,0.0000
18,7,2.0549,0.3372,0.0000,0.0000,0.0000,0.0000,0.0000,0.5043,0.0000,0.0000
18,8,2.0661,0.0368,0.0000,0.0000,0.0000,0.0000,0.0000,0.0709,0.0000,0.0000
18,9,2.1008,0.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0060,0.0000,0.0000
18,10,2.0809,0.0259,0.0000,0.0000,0.0000,0.0000,0.0000,0.0505,0.0000,0.0000
18,MEAN,2.0512,0.1915,0.0000,0.0000,0.0000,0.0000,0.0000,0.2837,0.0000,0.0000
19,1,nan,0.2081,0.3445,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
19,2,nan,0.2725,0.4283,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
19,3,nan,0.0076,0.0150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
19,4,nan,0.1185,0.2119,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
19,5,nan,0.0100,0.0198,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
19,6,nan,0.0195,0.0382,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
19,7,nan,0.1315,0.2324,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
19,8,nan,0.1191,0.2129,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
19,9,nan,0.2790,0.4363,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
19,10,nan,0.5841,0.7375,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
19,MEAN,nan,0.1750,0.2677,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
20,1,2.0703,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0000,0.0000
20,2,2.0782,0.0678,0.0000,0.0000,0.0000,0.0000,0.0000,0.1270,0.0000,0.0000
20,3,2.0239,0.3978,0.0000,0.0000,0.0000,0.0000,0.0000,0.5692,0.0000,0.0000
20,4,2.0371,0.3952,0.0000,0.0000,0.0000,0.0000,0.0000,0.5665,0.0000,0.0000
20,5,2.0080,0.1712,0.0000,0.0000,0.0000,0.0000,0.0000,0.2924,0.0000,0.0000
20,6,2.0082,0.4794,0.0000,0.0000,0.0000,0.0000,0.0000,0.6481,0.0000,0.0000
20,7,2.0569,0.3372,0.0000,0.0000,0.0000,0.0000,0.0000,0.5043,0.0000,0.0000
20,8,2.0664,0.0368,0.0000,0.0000,0.0000,0.0000,0.0000,0.0709,0.0000,0.0000
20,9,2.1002,0.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0060,0.0000,0.0000
20,10,2.0814,0.0259,0.0000,0.0000,0.0000,0.0000,0.0000,0.0505,0.0000,0.0000
20,MEAN,2.0530,0.1915,0.0000,0.0000,0.0000,0.0000,0.0000,0.2837,0.0000,0.0000
21,1,nan,0.2081,0.3445,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
21,2,nan,0.2725,0.4283,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
21,3,nan,0.0076,0.0150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
21,4,nan,0.1185,0.2119,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
21,5,nan,0.0100,0.0198,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
21,6,nan,0.0195,0.0382,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
21,7,nan,0.1315,0.2324,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
21,8,nan,0.1191,0.2129,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
21,9,nan,0.2790,0.4363,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
21,10,nan,0.5841,0.7375,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
21,MEAN,nan,0.1750,0.2677,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
22,1,2.0710,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0000,0.0000
22,2,2.0784,0.0678,0.0000,0.0000,0.0000,0.0000,0.0000,0.1270,0.0000,0.0000
22,3,2.0267,0.3978,0.0000,0.0000,0.0000,0.0000,0.0000,0.5692,0.0000,0.0000
22,4,2.0392,0.3952,0.0000,0.0000,0.0000,0.0000,0.0000,0.5665,0.0000,0.0000
22,5,2.0117,0.1712,0.0000,0.0000,0.0000,0.0000,0.0000,0.2924,0.0000,0.0000
22,6,2.0117,0.4794,0.0000,0.0000,0.0000,0.0000,0.0000,0.6481,0.0000,0.0000
22,7,2.0580,0.3372,0.0000,0.0000,0.0000,0.0000,0.0000,0.5043,0.0000,0.0000
22,8,2.0680,0.0368,0.0000,0.0000,0.0000,0.0000,0.0000,0.0709,0.0000,0.0000
22,9,2.1003,0.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0060,0.0000,0.0000
22,10,2.0822,0.0259,0.0000,0.0000,0.0000,0.0000,0.0000,0.0505,0.0000,0.0000
22,MEAN,2.0547,0.1915,0.0000,0.0000,0.0000,0.0000,0.0000,0.2837,0.0000,0.0000
23,1,nan,0.2081,0.3445,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
23,2,nan,0.2725,0.4283,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
23,3,nan,0.0076,0.0150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
23,4,nan,0.1185,0.2119,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
23,5,nan,0.0100,0.0198,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
23,6,nan,0.0195,0.0382,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
23,7,nan,0.1315,0.2324,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
23,8,nan,0.1191,0.2129,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
23,9,nan,0.2790,0.4363,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
23,10,nan,0.5841,0.7375,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
23,MEAN,nan,0.1750,0.2677,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
24,1,2.0717,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0000,0.0000
24,2,2.0778,0.0678,0.0000,0.0000,0.0000,0.0000,0.0000,0.1270,0.0000,0.0000
24,3,2.0245,0.3978,0.0000,0.0000,0.0000,0.0000,0.0000,0.5692,0.0000,0.0000
24,4,2.0369,0.3952,0.0000,0.0000,0.0000,0.0000,0.0000,0.5665,0.0000,0.0000
24,5,2.0115,0.1712,0.0000,0.0000,0.0000,0.0000,0.0000,0.2924,0.0000,0.0000
24,6,2.0092,0.4794,0.0000,0.0000,0.0000,0.0000,0.0000,0.6481,0.0000,0.0000
24,7,2.0567,0.3372,0.0000,0.0000,0.0000,0.0000,0.0000,0.5043,0.0000,0.0000
