round,client,loss,accuracy,Normal,SQL_injection,Uploading,Backdoor,Port_Scanning,XSS,Password,Fingerprinting,zkp_rejected,krum_selected,krum_detected_byzantine,dp_epsilon_spent,round_time_s
2,MEAN,1.929355,0.191509,0.000000,0.000000,0.000000,0.000000,0.000000,0.283652,0.000000,0.000000,0,6,1.0000,14.9952,938.98
3,1,1.989906,0.000791,0.000000,0.000000,0.000000,0.000000,0.000000,0.001599,0.000000,0.000000,0,0,1,N/A,0.00
3,2,2.024363,0.067821,0.000000,0.000000,0.000000,0.000000,0.000000,0.127878,0.000000,0.000000,0,0,1,N/A,0.00
3,3,1.563993,0.397795,0.000000,0.000000,0.000000,0.000000,0.000000,0.572789,0.000000,0.000000,0,1,0,N/A,0.00
3,4,1.657598,0.395349,0.000000,0.000000,0.000000,0.002169,0.000000,0.568244,0.000000,0.000000,0,0,0,N/A,0.00
3,5,1.336575,0.171769,0.000000,0.000000,0.000000,0.001398,0.000000,0.293135,0.000000,0.000000,0,1,0,N/A,0.00
3,6,1.339470,0.478970,0.000000,0.000000,0.000000,0.000573,0.000000,0.648352,0.000000,0.000000,0,0,0,N/A,0.00
3,7,1.863046,0.337425,0.000000,0.000000,0.000000,0.004751,0.000000,0.511272,0.000000,0.000000,0,1,0,N/A,0.00
3,8,2.267954,0.036769,0.000000,0.000000,0.000000,0.000000,0.000000,0.072008,0.000000,0.000000,0,1,0,N/A,0.00
3,9,2.635558,0.003033,0.000000,0.000000,0.000000,0.000000,0.000000,0.006202,0.000000,0.000000,0,1,0,N/A,0.00
3,10,2.608534,0.025882,0.000000,0.000000,0.000000,0.000000,0.000000,0.051133,0.000000,0.000000,0,1,0,N/A,0.00
3,MEAN,1.928700,0.191560,0.000000,0.000000,0.000000,0.000889,0.000000,0.285261,0.000000,0.000000,0,6,1.0000,14.9952,907.72
4,1,1.979547,0.314873,0.000000,0.000000,0.600000,0.478409,0.000000,0.000000,0.000000,0.000000,0,0,1,N/A,0.00
4,2,2.223958,0.059758,0.000000,0.000000,0.516129,0.109589,0.000000,0.000000,0.000000,0.000000,0,0,1,N/A,0.00
4,3,1.597109,0.272441,0.000000,0.000000,0.385965,0.425829,0.000000,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
4,4,1.751961,0.142066,0.000000,0.000000,0.300000,0.248163,0.000000,0.000000,0.000000,0.000000,0,0,0,N/A,0.00
4,5,1.091102,0.772690,0.000000,0.000000,0.666667,0.871693,0.000000,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
4,6,1.272622,0.396900,0.000000,0.000000,0.500000,0.567598,0.000000,0.000000,0.000000,0.000000,0,0,0,N/A,0.00
4,7,1.907767,0.103110,0.000000,0.000000,0.452830,0.177177,0.000000,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
4,8,2.580611,0.007768,0.000000,0.000000,0.444444,0.003127,0.000000,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
4,9,2.652822,0.031084,0.000000,0.000000,0.666667,0.058910,0.000000,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
4,10,2.699175,0.075882,0.000000,0.000000,0.000000,0.141215,0.000000,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
4,MEAN,1.975668,0.217657,0.000000,0.000000,0.453270,0.308171,0.000000,0.000000,0.000000,0.000000,0,6,1.0000,14.9952,880.51
5,1,1.717999,0.352321,0.000000,0.000000,0.600000,0.045939,0.148270,0.000000,0.510121,0.000000,0,0,1,N/A,0.00
5,2,1.549580,0.531658,0.000000,0.000000,0.562500,0.093750,0.085714,0.000000,0.698408,0.000000,0,0,1,N/A,0.00
5,3,1.748013,0.142047,0.000000,0.000000,0.440678,0.054670,0.081395,0.000000,0.236353,0.000000,0,1,0,N/A,0.00
5,4,1.715066,0.235564,0.000000,0.000000,0.380952,0.064865,0.138211,0.000000,0.376538,0.000000,0,0,0,N/A,0.00
5,5,1.658338,0.042807,0.000000,0.000000,0.666667,0.053279,0.174757,0.000000,0.037736,0.000000,0,1,0,N/A,0.00
5,6,1.727449,0.070785,0.000000,0.000000,0.571429,0.051081,0.068966,0.000000,0.112744,0.000000,0,0,0,N/A,0.00
5,7,1.817552,0.282870,0.000000,0.000000,0.495413,0.070845,0.215603,0.000000,0.419781,0.000000,0,1,0,N/A,0.00
5,8,1.818044,0.242879,0.000000,0.000000,0.444444,0.000000,0.137255,0.000000,0.395536,0.000000,0,1,0,N/A,0.00
5,9,2.250045,0.144049,0.000000,0.000000,0.666667,0.048780,0.198052,0.000000,0.186217,0.000000,0,1,0,N/A,0.00
5,10,2.114423,0.073529,0.000000,0.000000,0.000000,0.030534,0.053097,0.000000,0.137143,0.000000,0,1,0,N/A,0.00
5,MEAN,1.811651,0.211851,0.000000,0.000000,0.482875,0.051374,0.130132,0.000000,0.311058,0.000000,0,6,1.0000,14.9952,890.05
6,1,2.066569,0.318565,0.000000,0.000000,0.600000,0.480921,0.050725,0.000000,0.000000,0.000000,0,0,1,N/A,0.00
6,2,2.674104,0.059995,0.000000,0.000000,0.562500,0.109786,0.000000,0.000000,0.000000,0.000000,0,0,1,N/A,0.00
6,3,1.831151,0.273071,0.000000,0.000000,0.440678,0.426254,0.000000,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
6,4,2.098741,0.142224,0.000000,0.000000,0.380952,0.248473,0.000000,0.000000,0.000000,0.000000,0,0,0,N/A,0.00
6,5,0.937440,0.773232,0.000000,0.000000,0.666667,0.871920,0.071429,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
6,6,1.418029,0.397128,0.000000,0.000000,0.571429,0.567831,0.000000,0.000000,0.000000,0.000000,0,0,0,N/A,0.00
6,7,2.100241,0.107201,0.000000,0.000000,0.495413,0.177979,0.042934,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
6,8,3.088388,0.009322,0.000000,0.000000,0.444444,0.003140,0.064516,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
6,9,2.614383,0.043215,0.000000,0.000000,0.666667,0.059657,0.057866,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
6,10,2.948663,0.076471,0.000000,0.000000,0.000000,0.141914,0.035714,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
6,MEAN,2.177771,0.220042,0.000000,0.000000,0.482875,0.308787,0.032318,0.000000,0.000000,0.000000,0,6,1.0000,14.9952,900.06
7,1,1.737319,0.335707,0.000000,0.000000,0.166667,0.000000,0.037106,0.000000,0.507246,0.000000,0,0,1,N/A,0.00
7,2,1.577880,0.528812,0.000000,0.000000,0.461538,0.000000,0.025000,0.000000,0.696979,0.036232,0,0,1,N/A,0.00
7,3,2.269642,0.140472,0.000000,0.000000,0.426230,0.000000,0.047619,0.000000,0.232838,0.096000,0,1,0,N/A,0.00
7,4,2.164303,0.233507,0.000000,0.000000,0.275862,0.000000,0.070175,0.000000,0.374967,0.091057,0,0,0,N/A,0.00
7,5,2.182018,0.020591,0.000000,0.000000,0.400000,0.000000,0.094118,0.000000,0.036918,0.095238,0,1,0,N/A,0.00
7,6,2.437348,0.061211,0.000000,0.000000,0.533333,0.000000,0.000000,0.000000,0.111545,0.063218,0,0,0,N/A,0.00
7,7,2.162281,0.263775,0.000000,0.000000,0.435484,0.000000,0.056239,0.000000,0.418066,0.040000,0,1,0,N/A,0.00
7,8,1.574810,0.262558,0.000000,0.000000,0.387097,0.000000,0.065217,0.000000,0.392905,0.088129,0,1,0,N/A,0.00
7,9,1.863309,0.117513,0.000000,0.000000,0.100000,0.000000,0.054446,0.000000,0.186081,0.082759,0,1,0,N/A,0.00
7,10,1.787448,0.079412,0.000000,0.000000,0.000000,0.000000,0.033898,0.000000,0.136674,0.072539,0,1,0,N/A,0.00
7,MEAN,1.975636,0.204356,0.000000,0.000000,0.318621,0.000000,0.048382,0.000000,0.309422,0.066517,0,6,1.0000,14.9952,878.07
8,1,1.942041,0.323049,0.000000,0.000000,0.166667,0.486321,0.106713,0.000000,0.000000,0.000000,0,0,1,N/A,0.00
8,2,2.464598,0.061418,0.000000,0.000000,0.461538,0.111492,0.089552,0.000000,0.000000,0.000000,0,0,1,N/A,0.00
8,3,1.706957,0.274961,0.000000,0.000000,0.426230,0.436876,0.077778,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
8,4,1.946622,0.144756,0.000000,0.000000,0.275862,0.251124,0.141667,0.000000,0.000000,0.000000,0,0,0,N/A,0.00
8,5,0.950687,0.773232,0.000000,0.000000,0.400000,0.873676,0.120000,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
8,6,1.347987,0.396444,0.000000,0.000000,0.533333,0.569502,0.066116,0.000000,0.000000,0.000000,0,0,0,N/A,0.00
8,7,1.933406,0.121113,0.000000,0.000000,0.435484,0.184238,0.185507,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
8,8,2.825426,0.013465,0.000000,0.000000,0.387097,0.003341,0.110000,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
8,9,2.404750,0.065201,0.000000,0.000000,0.100000,0.062598,0.150250,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
8,10,2.721440,0.077059,0.000000,0.000000,0.000000,0.146758,0.037383,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
8,MEAN,2.024391,0.225070,0.000000,0.000000,0.318621,0.312592,0.108497,0.000000,0.000000,0.000000,0,6,1.0000,14.9952,1016.78
9,1,1.639430,0.332806,0.000000,0.000000,0.122449,0.073789,0.073944,0.000000,0.492550,0.000000,0,0,1,N/A,0.00
9,2,1.401834,0.506047,0.000000,0.000000,0.339623,0.044568,0.083333,0.000000,0.679209,0.000000,0,0,1,N/A,0.00
9,3,2.075088,0.137638,0.000000,0.000000,0.388060,0.055556,0.059172,0.000000,0.236287,0.000000,0,1,0,N/A,0.00
9,4,1.959062,0.223224,0.000000,0.000000,0.181818,0.038428,0.097778,0.000000,0.372914,0.000000,0,0,0,N/A,0.00
9,5,2.067544,0.048225,0.000000,0.000000,0.266667,0.072072,0.042105,0.000000,0.036996,0.000000,0,1,0,N/A,0.00
9,6,2.238049,0.072609,0.000000,0.000000,0.489796,0.065506,0.070175,0.000000,0.113027,0.000000,0,0,0,N/A,0.00
9,7,1.955443,0.264321,0.000000,0.000000,0.362416,0.025586,0.144361,0.000000,0.416706,0.000000,0,1,0,N/A,0.00
9,8,1.524678,0.229933,0.000000,0.000000,0.347826,0.000000,0.083333,0.000000,0.386333,0.000000,0,1,0,N/A,0.00
9,9,1.909172,0.118271,0.000000,0.000000,0.057143,0.113208,0.102740,0.000000,0.184012,0.000000,0,1,0,N/A,0.00
9,10,1.838274,0.066471,0.000000,0.000000,0.000000,0.038710,0.021277,0.000000,0.126818,0.000000,0,1,0,N/A,0.00
9,MEAN,1.860857,0.199954,0.000000,0.000000,0.255580,0.052742,0.077822,0.000000,0.304485,0.000000,0,6,1.0000,14.9952,1080.60
10,1,2.622771,0.317511,0.000000,0.000000,0.166667,0.482186,0.037106,0.000000,0.000000,0.000000,0,0,1,N/A,0.00
10,2,2.986940,0.060232,0.000000,0.000000,0.461538,0.110133,0.025000,0.000000,0.000000,0.000000,0,0,1,N/A,0.00
10,3,1.695734,0.273701,0.000000,0.000000,0.426230,0.426893,0.047619,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
10,4,2.073595,0.143015,0.000000,0.000000,0.275862,0.248713,0.070175,0.000000,0.000000,0.000000,0,0,0,N/A,0.00
10,5,0.892371,0.773232,0.000000,0.000000,0.400000,0.872282,0.094118,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
10,6,1.155005,0.397014,0.000000,0.000000,0.533333,0.567853,0.000000,0.000000,0.000000,0.000000,0,0,0,N/A,0.00
10,7,2.340086,0.108020,0.000000,0.000000,0.435484,0.178599,0.056239,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
10,8,3.620146,0.009322,0.000000,0.000000,0.387097,0.003151,0.065217,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
10,9,4.035397,0.042456,0.000000,0.000000,0.100000,0.060332,0.054446,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
10,10,4.036648,0.076471,0.000000,0.000000,0.000000,0.142857,0.033898,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
10,MEAN,2.545869,0.220097,0.000000,0.000000,0.318621,0.309300,0.048382,0.000000,0.000000,0.000000,0,6,1.0000,14.9952,1076.77
