round,client,loss,accuracy,Normal,SQL_injection,Uploading,Backdoor,Port_Scanning,XSS,Password,Fingerprinting,zkp_rejected,krum_selected,krum_detected_byzantine,dp_epsilon_spent,round_time_s
2,9,2.832300,0.003033,0.000000,0.000000,0.000000,0.000000,0.000000,0.006202,0.000000,0.000000,0,1,0,N/A,0.00
2,10,2.851702,0.025882,0.000000,0.000000,0.000000,0.000000,0.000000,0.051133,0.000000,0.000000,0,1,0,N/A,0.00
2,MEAN,2.020789,0.191560,0.000000,0.000000,0.000000,0.000889,0.000000,0.285261,0.000000,0.000000,0,1,1,15.0020,1312.03
3,1,1.752984,0.350475,0.000000,0.000000,0.600000,0.263059,0.000000,0.000000,0.480327,0.000000,0,0,1,N/A,0.00
3,2,1.718150,0.487550,0.000000,0.000000,0.562500,0.159236,0.000000,0.000000,0.660711,0.000000,0,0,1,N/A,0.00
3,3,1.712135,0.177008,0.000000,0.000000,0.440678,0.251249,0.000000,0.000000,0.247430,0.000000,0,1,0,N/A,0.00
3,4,1.709986,0.228919,0.000000,0.000000,0.380952,0.178552,0.000000,0.000000,0.375293,0.000000,0,0,0,N/A,0.00
3,5,1.551028,0.164996,0.000000,0.000000,0.666667,0.307475,0.000000,0.000000,0.040483,0.000000,0,1,0,N/A,0.00
3,6,1.628066,0.129032,0.000000,0.000000,0.571429,0.257287,0.000000,0.000000,0.120510,0.000000,0,0,0,N/A,0.00
3,7,1.821665,0.250136,0.000000,0.000000,0.495413,0.140394,0.000000,0.000000,0.405945,0.000000,0,1,0,N/A,0.00
3,8,1.894900,0.210254,0.000000,0.000000,0.444444,0.000000,0.000000,0.000000,0.365661,0.000000,0,1,0,N/A,0.00
3,9,2.138131,0.095527,0.000000,0.000000,0.666667,0.114754,0.000000,0.000000,0.173147,0.000000,0,1,0,N/A,0.00
3,10,2.066451,0.071765,0.000000,0.000000,0.000000,0.165289,0.000000,0.000000,0.119648,0.000000,0,1,0,N/A,0.00
3,MEAN,1.799350,0.216566,0.000000,0.000000,0.482875,0.183730,0.000000,0.000000,0.298916,0.000000,0,1,1,15.0020,1318.49
4,1,2.486394,0.320939,0.000000,0.000000,0.600000,0.482074,0.084956,0.000000,0.000000,0.000000,0,0,1,N/A,0.00
4,2,2.759353,0.060470,0.000000,0.000000,0.562500,0.110332,0.022989,0.006803,0.000000,0.000000,0,0,1,N/A,0.00
4,3,1.650417,0.274331,0.000000,0.000000,0.440678,0.427214,0.046512,0.003160,0.000000,0.000000,0,1,0,N/A,0.00
4,4,1.948910,0.143490,0.000000,0.000000,0.380952,0.248781,0.067039,0.003190,0.000000,0.000000,0,0,0,N/A,0.00
4,5,0.949453,0.772961,0.000000,0.000000,0.666667,0.871591,0.157303,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
4,6,1.144436,0.397470,0.000000,0.000000,0.571429,0.568037,0.000000,0.002846,0.000000,0.000000,0,0,0,N/A,0.00
4,7,2.248495,0.111020,0.000000,0.000000,0.495413,0.178183,0.095890,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
4,8,3.396337,0.010875,0.000000,0.000000,0.444444,0.003153,0.120000,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
4,9,3.838400,0.054587,0.000000,0.000000,0.666667,0.060423,0.109155,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
4,10,3.718819,0.077059,0.000000,0.000000,0.000000,0.142936,0.058824,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
4,MEAN,2.414101,0.222320,0.000000,0.000000,0.482875,0.309272,0.076267,0.001600,0.000000,0.000000,0,1,1,15.0020,1252.54
5,1,1.669591,0.341245,0.000000,0.000000,0.166667,0.000000,0.106713,0.000000,0.507246,0.000000,0,0,1,N/A,0.00
5,2,1.536064,0.528812,0.000000,0.000000,0.461538,0.000000,0.090226,0.000000,0.697089,0.000000,0,0,1,N/A,0.00
5,3,2.409754,0.134488,0.000000,0.000000,0.426230,0.000000,0.083832,0.000000,0.234515,0.000000,0,1,0,N/A,0.00
5,4,2.267608,0.230818,0.000000,0.000000,0.275862,0.000000,0.142857,0.000000,0.375065,0.000000,0,0,0,N/A,0.00
5,5,2.312044,0.020862,0.000000,0.000000,0.400000,0.000000,0.121212,0.000000,0.036948,0.000000,0,1,0,N/A,0.00
5,6,2.622955,0.060413,0.000000,0.000000,0.533333,0.000000,0.071429,0.000000,0.111618,0.000000,0,0,0,N/A,0.00
5,7,2.166306,0.276050,0.000000,0.000000,0.435484,0.000000,0.185507,0.000000,0.418541,0.000000,0,1,0,N/A,0.00
5,8,1.612748,0.241326,0.000000,0.000000,0.387097,0.000000,0.112245,0.000000,0.395536,0.000000,0,1,0,N/A,0.00
5,9,1.677491,0.131160,0.000000,0.000000,0.100000,0.000000,0.150250,0.000000,0.186081,0.000000,0,1,0,N/A,0.00
5,10,1.755588,0.071765,0.000000,0.000000,0.000000,0.000000,0.038462,0.000000,0.136986,0.000000,0,1,0,N/A,0.00
5,MEAN,2.003015,0.203694,0.000000,0.000000,0.318621,0.000000,0.110273,0.000000,0.309962,0.000000,0,1,1,15.0020,1219.34
6,1,2.631298,0.317511,0.000000,0.000000,0.166667,0.482186,0.037106,0.000000,0.000000,0.000000,0,0,1,N/A,0.00
6,2,3.030315,0.060232,0.000000,0.000000,0.461538,0.110133,0.025000,0.000000,0.000000,0.000000,0,0,1,N/A,0.00
6,3,1.739402,0.273701,0.000000,0.000000,0.426230,0.426893,0.047619,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
6,4,2.125980,0.143015,0.000000,0.000000,0.275862,0.248713,0.070175,0.000000,0.000000,0.000000,0,0,0,N/A,0.00
6,5,0.853325,0.773232,0.000000,0.000000,0.400000,0.872282,0.094118,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
6,6,1.192565,0.397014,0.000000,0.000000,0.533333,0.567853,0.000000,0.000000,0.000000,0.000000,0,0,0,N/A,0.00
6,7,2.436895,0.108020,0.000000,0.000000,0.435484,0.178599,0.056239,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
6,8,3.601012,0.009322,0.000000,0.000000,0.387097,0.003151,0.065217,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
6,9,4.062311,0.042456,0.000000,0.000000,0.100000,0.060332,0.054446,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
6,10,4.044765,0.076471,0.000000,0.000000,0.000000,0.142857,0.033898,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
6,MEAN,2.571787,0.220097,0.000000,0.000000,0.318621,0.309300,0.048382,0.000000,0.000000,0.000000,0,1,1,15.0020,1151.28
7,1,1.652285,0.356804,0.034869,0.000000,0.600000,0.000000,0.290749,0.000000,0.555955,0.000000,0,0,1,N/A,0.00
7,2,1.470728,0.524781,0.029160,0.000000,0.562500,0.000000,0.168539,0.000000,0.740311,0.011994,0,0,1,N/A,0.00
7,3,2.477968,0.139843,0.153846,0.000000,0.440678,0.000000,0.130233,0.000000,0.240691,0.043307,0,1,0,N/A,0.00
7,4,2.335969,0.233349,0.026316,0.000000,0.380952,0.000000,0.235669,0.000000,0.390913,0.028261,0,0,0,N/A,0.00
7,5,2.384623,0.022758,0.051282,0.000000,0.666667,0.000000,0.228571,0.000000,0.035902,0.000000,0,1,0,N/A,0.00
7,6,2.760852,0.062122,0.045198,0.000000,0.571429,0.000000,0.101010,0.000000,0.114152,0.034483,0,0,0,N/A,0.00
7,7,2.237232,0.289143,0.032653,0.000000,0.495413,0.000000,0.302083,0.000000,0.451677,0.000000,0,1,0,N/A,0.00
7,8,1.455251,0.253755,0.042553,0.000000,0.444444,0.000000,0.176744,0.000000,0.418627,0.030928,0,1,0,N/A,0.00
7,9,1.693719,0.192570,0.058047,0.000000,0.666667,0.000000,0.342262,0.000000,0.242661,0.011583,0,1,0,N/A,0.00
7,10,1.755611,0.090000,0.031715,0.000000,0.000000,0.000000,0.128000,0.000000,0.171680,0.033994,0,1,0,N/A,0.00
7,MEAN,2.022424,0.216512,0.050564,0.000000,0.482875,0.000000,0.210386,0.000000,0.336257,0.019455,0,1,1,15.0020,1148.31
8,1,1.780854,0.326741,0.000000,0.000000,0.600000,0.486321,0.148270,0.000000,0.000000,0.000000,0,0,1,N/A,0.00
8,2,2.078479,0.061418,0.000000,0.000000,0.562500,0.111466,0.085714,0.000000,0.000000,0.000000,0,0,1,N/A,0.00
8,3,1.575978,0.274961,0.000000,0.000000,0.440678,0.436094,0.080000,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
8,4,1.770836,0.144756,0.000000,0.000000,0.380952,0.251088,0.137652,0.000000,0.000000,0.000000,0,0,0,N/A,0.00
8,5,0.877632,0.774045,0.000000,0.000000,0.666667,0.873542,0.174757,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
8,6,1.282212,0.396330,0.000000,0.000000,0.571429,0.569103,0.067227,0.000000,0.000000,0.000000,0,0,0,N/A,0.00
8,7,1.876713,0.124386,0.000000,0.000000,0.495413,0.184238,0.215603,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
8,8,2.510845,0.015018,0.000000,0.000000,0.444444,0.003333,0.137255,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
8,9,2.601109,0.077331,0.000000,0.000000,0.666667,0.062598,0.198052,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
8,10,2.604735,0.077647,0.000000,0.000000,0.000000,0.146674,0.052174,0.000000,0.000000,0.000000,0,1,0,N/A,0.00
8,MEAN,1.895939,0.227263,0.000000,0.000000,0.482875,0.312446,0.129670,0.000000,0.000000,0.000000,0,1,1,15.0020,1217.70
9,1,1.392594,0.421150,0.010088,0.000000,0.600000,0.639298,0.402778,0.000000,0.302537,0.000000,0,0,1,N/A,0.00
9,2,1.530753,0.196822,0.003475,0.000000,0.562500,0.175883,0.231214,0.000000,0.326566,0.019022,0,0,1,N/A,0.00
9,3,1.570508,0.304567,0.000000,0.000000,0.440678,0.460697,0.225490,0.000000,0.305882,0.057377,0,1,0,N/A,0.00
9,4,1.593501,0.203291,0.010610,0.000000,0.380952,0.298016,0.363636,0.003197,0.294745,0.027660,0,0,0,N/A,0.00
9,5,1.094968,0.739908,0.000000,0.000000,0.666667,0.859205,0.435374,0.003160,0.134387,0.000000,0,1,0,N/A,0.00
9,6,1.434269,0.388921,0.000000,0.000000,0.571429,0.567784,0.183575,0.000475,0.258541,0.060325,0,0,0,N/A,0.00
9,7,1.602506,0.208402,0.008247,0.000000,0.495413,0.233648,0.426150,0.000000,0.299401,0.000000,0,1,0,N/A,0.00
9,8,1.936800,0.100466,0.025641,0.000000,0.444444,0.005530,0.299559,0.000000,0.242363,0.039249,0,1,0,N/A,0.00
9,9,1.900826,0.201668,0.021505,0.000000,0.666667,0.141818,0.493927,0.000000,0.132265,0.025586,0,1,0,N/A,0.00
9,10,1.899092,0.101176,0.008016,0.000000,0.000000,0.351032,0.125984,0.000000,0.074468,0.033462,0,1,0,N/A,0.00
9,MEAN,1.595582,0.286637,0.008758,0.000000,0.482875,0.373291,0.318769,0.000683,0.237116,0.026268,0,1,1,15.0020,1140.62
10,1,1.367786,0.463608,0.000000,0.000000,0.600000,0.658317,0.605714,0.000000,0.409169,0.005739,0,0,1,N/A,0.00
10,2,1.592491,0.223382,0.000000,0.000000,0.562500,0.185642,0.174905,0.000000,0.416281,0.089577,0,0,1,N/A,0.00
10,3,1.857475,0.323780,0.000000,0.000000,0.440678,0.458216,0.328530,0.000000,0.351275,0.296512,0,1,0,N/A,0.00
10,4,1.915793,0.226546,0.000000,0.000000,0.380952,0.300019,0.336088,0.000000,0.392655,0.172965,0,0,0,N/A,0.00
10,5,1.314470,0.684096,0.000000,0.000000,0.666667,0.819419,0.443662,0.000000,0.187192,0.015504,0,1,0,N/A,0.00
10,6,1.888788,0.368517,0.000000,0.000000,0.571429,0.546109,0.153285,0.000000,0.343503,0.166868,0,0,0,N/A,0.00
10,7,1.841389,0.276050,0.000000,0.000000,0.495413,0.238095,0.648737,0.000000,0.439406,0.025641,0,1,0,N/A,0.00
10,8,1.622256,0.228897,0.000000,0.000000,0.444444,0.007937,0.394030,0.000000,0.275053,0.321999,0,1,0,N/A,0.00
10,9,1.566196,0.412434,0.000000,0.000000,0.666667,0.197674,0.748375,0.000000,0.274760,0.238185,0,1,0,N/A,0.00
10,10,1.796779,0.152941,0.000000,0.000000,0.000000,0.400742,0.166667,0.000000,0.230530,0.150907,0,1,0,N/A,0.00
10,MEAN,1.676342,0.336025,0.000000,0.000000,0.482875,0.381217,0.399999,0.000000,0.331982,0.148390,0,1,1,15.0020,1150.44
11,1,1.388719,0.481276,0.010088,0.000000,0.600000,0.570769,0.499363,0.000000,0.536913,0.000000,0,0,1,N/A,0.00
11,2,1.550005,0.400759,0.000000,0.000000,0.562500,0.208473,0.215385,0.000000,0.612037,0.000000,0,0,1,N/A,0.00
11,3,1.683142,0.275906,0.000000,0.000000,0.440678,0.391368,0.266055,0.000000,0.388060,0.000000,0,1,0,N/A,0.00
11,4,1.760886,0.260560,0.005326,0.000000,0.380952,0.256894,0.441860,0.000000,0.496713,0.000000,0,0,0,N/A,0.00
11,5,1.194492,0.499594,0.000000,0.000000,0.666667,0.673286,0.537313,0.000000,0.065599,0.000000,0,1,0,N/A,0.00
11,6,1.658085,0.292488,0.000000,0.000000,0.571429,0.453060,0.216495,0.000000,0.244401,0.000000,0,0,0,N/A,0.00
11,7,1.741175,0.304965,0.008264,0.000000,0.495413,0.190950,0.499432,0.000000,0.572921,0.000000,0,1,0,N/A,0.00
11,8,1.758524,0.189539,0.000000,0.000000,0.444444,0.009901,0.352459,0.000000,0.350937,0.000000,0,1,0,N/A,0.00
11,9,1.874226,0.266869,0.000000,0.000000,0.666667,0.141414,0.569288,0.000000,0.246433,0.000000,0,1,0,N/A,0.00
11,10,2.133153,0.094706,0.004020,0.000000,0.000000,0.337531,0.185430,0.000000,0.118271,0.000000,0,1,0,N/A,0.00
11,MEAN,1.674241,0.306666,0.002770,0.000000,0.482875,0.323365,0.378308,0.000000,0.363228,0.000000,0,1,1,15.0020,1145.81
12,1,1.654545,0.236551,0.000000,0.000000,0.230769,0.472163,0.356850,0.000000,0.011015,0.013769,0,0,1,N/A,0.00
12,2,1.874357,0.072089,0.000000,0.400000,0.523810,0.224576,0.054244,0.000000,0.009857,0.126219,0,0,1,N/A,0.00
12,3,2.650076,0.216063,0.000000,0.278481,0.606557,0.364547,0.101462,0.000000,0.004902,0.330757,0,1,0,N/A,0.00
12,4,2.616993,0.123240,0.000000,0.125000,0.395349,0.247665,0.096377,0.000000,0.008287,0.235397,0,0,0,N/A,0.00
12,5,2.146391,0.334869,0.000000,0.200000,0.444444,0.533026,0.100364,0.000000,0.000000,0.008949,0,1,0,N/A,0.00
12,6,2.887668,0.180326,0.000000,0.057143,0.595745,0.383446,0.027812,0.000000,0.007634,0.132353,0,0,0,N/A,0.00
12,7,2.402838,0.184397,0.000000,0.166667,0.696035,0.210201,0.397260,0.000000,0.017186,0.035417,0,1,0,N/A,0.00
12,8,1.630627,0.339720,0.000000,0.238095,0.489796,0.000000,0.165450,0.000000,0.013423,0.580886,0,1,0,N/A,0.00
12,9,1.354030,0.432146,0.000000,0.000000,0.078431,0.366972,0.610719,0.000000,0.015152,0.410072,0,1,0,N/A,0.00
12,10,1.560246,0.144118,0.000000,0.095238,0.088889,0.319149,0.066116,0.000000,0.000000,0.458394,0,1,0,N/A,0.00
12,MEAN,2.077777,0.226352,0.000000,0.156062,0.414983,0.312175,0.197665,0.000000,0.008745,0.233221,0,1,1,15.0020,1157.24
13,1,1.339518,0.485232,0.227273,0.000000,0.600000,0.294872,0.742489,0.000000,0.597879,0.000000,0,0,1,N/A,0.00
13,2,1.387760,0.530472,0.212239,0.000000,0.562500,0.170492,0.398058,0.000000,0.737133,0.000000,0,0,1,N/A,0.00
13,3,2.073329,0.191811,0.137931,0.000000,0.440678,0.219016,0.279635,0.000000,0.294004,0.004065,0,1,0,N/A,0.00
13,4,2.036574,0.268312,0.197855,0.000000,0.380952,0.151947,0.445269,0.000000,0.458269,0.007168,0,0,0,N/A,0.00
13,5,1.676523,0.186670,0.139535,0.000000,0.666667,0.310060,0.487395,0.000000,0.045206,0.000000,0,1,0,N/A,0.00
13,6,2.229805,0.138949,0.217617,0.000000,0.571429,0.237652,0.147573,0.000000,0.146417,0.008949,0,0,0,N/A,0.00
13,7,1.948522,0.369067,0.182777,0.000000,0.495413,0.131959,0.670350,0.000000,0.540057,0.000000,0,1,0,N/A,0.00
13,8,1.455302,0.261005,0.246269,0.000000,0.444444,0.018018,0.458015,0.000000,0.405930,0.001813,0,1,0,N/A,0.00
13,9,1.546131,0.416224,0.188073,0.000000,0.666667,0.235294,0.809013,0.000000,0.297980,0.000000,0,1,0,N/A,0.00
13,10,1.699716,0.160000,0.196929,0.000000,0.000000,0.205882,0.429530,0.000000,0.178982,0.003058,0,1,0,N/A,0.00
13,MEAN,1.739318,0.300774,0.194650,0.000000,0.482875,0.197519,0.486733,0.000000,0.370186,0.002505,0,1,1,15.0020,1144.51
14,1,1.508895,0.292194,0.000000,0.000000,0.230769,0.559851,0.364927,0.000000,0.082335,0.021028,0,0,1,N/A,0.00
14,2,1.843560,0.098885,0.005155,0.666667,0.523810,0.217938,0.058604,0.000000,0.069174,0.165453,0,0,1,N/A,0.00
14,3,2.346864,0.263937,0.000000,0.626263,0.611570,0.404301,0.111321,0.000000,0.068670,0.456389,0,1,0,N/A,0.00
14,4,2.385489,0.152824,0.002621,0.421053,0.395349,0.272362,0.102889,0.000000,0.068255,0.334895,0,0,0,N/A,0.00
14,5,1.716442,0.437009,0.000000,0.615385,0.470588,0.632560,0.101322,0.000000,0.056075,0.031088,0,1,0,N/A,0.00
14,6,2.498289,0.234583,0.000000,0.553191,0.595745,0.439155,0.029060,0.000000,0.046823,0.280671,0,0,0,N/A,0.00
14,7,2.212975,0.210857,0.008163,0.428571,0.696035,0.238125,0.406308,0.000000,0.082474,0.058252,0,1,0,N/A,0.00
14,8,1.586152,0.366132,0.000000,0.629630,0.500000,0.006944,0.195683,0.000000,0.061420,0.618142,0,1,0,N/A,0.00
14,9,1.319200,0.462472,0.005405,0.000000,0.078431,0.380952,0.629442,0.000000,0.115385,0.512241,0,1,0,N/A,0.00
14,10,1.558751,0.180588,0.005988,0.461538,0.088889,0.431746,0.069869,0.000000,0.013699,0.552437,0,1,0,N/A,0.00
14,MEAN,1.897662,0.269948,0.002733,0.440230,0.419119,0.358394,0.206942,0.000000,0.066431,0.303060,0,1,1,15.0020,1152.78
15,1,1.436770,0.231540,0.337535,0.000000,0.600000,0.406448,0.216450,0.000000,0.236858,0.009926,0,0,1,N/A,0.00
15,2,1.484626,0.207731,0.397277,0.070175,0.562500,0.198068,0.103448,0.000000,0.208757,0.129032,0,0,1,N/A,0.00
15,3,2.317754,0.226772,0.077922,0.435897,0.440678,0.288901,0.039062,0.000000,0.146893,0.373467,0,1,0,N/A,0.00
15,4,2.280055,0.177978,0.320000,0.072289,0.380952,0.206140,0.074844,0.000000,0.183113,0.242323,0,0,0,N/A,0.00
15,5,1.869577,0.249797,0.078431,0.434783,0.666667,0.432472,0.059259,0.000000,0.033727,0.010403,0,1,0,N/A,0.00
15,6,2.557206,0.162886,0.119632,0.315789,0.571429,0.315852,0.009646,0.000000,0.074637,0.126692,0,0,0,N/A,0.00
15,7,2.217660,0.139935,0.284351,0.060606,0.495413,0.166937,0.206806,0.000000,0.208469,0.029096,0,1,0,N/A,0.00
15,8,1.302083,0.523045,0.388451,0.283688,0.444444,0.010471,0.119403,0.000000,0.225455,0.711966,0,1,0,N/A,0.00
15,9,1.528845,0.308567,0.272615,0.000000,0.666667,0.355140,0.224390,0.000000,0.204545,0.432802,0,1,0,N/A,0.00
15,10,1.468678,0.349412,0.410413,0.215385,0.000000,0.268775,0.107527,0.000000,0.173913,0.363887,0,1,0,N/A,0.00
15,MEAN,1.846325,0.257766,0.268663,0.188861,0.482875,0.264920,0.116084,0.000000,0.169637,0.242959,0,1,1,15.0020,1134.93
16,1,1.141953,0.559335,0.760584,0.000000,0.600000,0.604801,0.551232,0.000000,0.383079,0.032520,0,0,1,N/A,0.00
16,2,1.517240,0.388191,0.757455,0.070175,0.562500,0.189711,0.136020,0.000000,0.405396,0.151659,0,0,1,N/A,0.00
16,3,2.101891,0.289134,0.341880,0.340136,0.440678,0.443097,0.160326,0.000000,0.373887,0.196007,0,1,0,N/A,0.00
16,4,2.083967,0.284290,0.750000,0.048780,0.380952,0.301783,0.176109,0.000000,0.400384,0.173315,0,0,0,N/A,0.00
16,5,1.331163,0.587917,0.434783,0.363636,0.666667,0.755531,0.149675,0.000000,0.178404,0.083333,0,1,0,N/A,0.00
16,6,2.152223,0.322809,0.576441,0.181818,0.571429,0.526181,0.042614,0.000000,0.329920,0.165094,0,0,0,N/A,0.00
16,7,1.899444,0.362248,0.755344,0.030769,0.495413,0.255528,0.539900,0.000000,0.442533,0.103093,0,1,0,N/A,0.00
16,8,1.631156,0.254272,0.666667,0.258993,0.444444,0.005472,0.386167,0.000000,0.284393,0.184300,0,1,0,N/A,0.00
16,9,1.142781,0.586050,0.752000,0.000000,0.666667,0.209790,0.782925,0.000000,0.315412,0.219178,0,1,0,N/A,0.00
16,10,1.278751,0.505882,0.767568,0.187500,0.000000,0.405063,0.180587,0.000000,0.256579,0.199005,0,1,0,N/A,0.00
16,MEAN,1.628057,0.414013,0.656272,0.148181,0.482875,0.369696,0.310555,0.000000,0.336999,0.150751,0,1,1,15.0020,1169.60
17,1,1.534547,0.366561,0.000000,0.000000,0.600000,0.571345,0.156729,0.007605,0.411666,0.000000,0,0,1,N/A,0.00
17,2,1.676891,0.240455,0.000000,0.103448,0.562500,0.182746,0.045455,0.376860,0.434976,0.008326,0,0,1,N/A,0.00
17,3,1.245622,0.445984,0.000000,0.493827,0.440678,0.485278,0.133333,0.536536,0.377660,0.024641,0,1,0,N/A,0.00
17,4,1.361454,0.352001,0.000000,0.095238,0.380952,0.331745,0.149733,0.544683,0.400545,0.006552,0,0,0,N/A,0.00
17,5,0.810407,0.704416,0.000000,0.500000,0.666667,0.815827,0.326531,0.391502,0.184466,0.000000,0,1,0,N/A,0.00
17,6,0.969391,0.524336,0.000000,0.383838,0.571429,0.594409,0.190476,0.506712,0.340741,0.016563,0,0,0,N/A,0.00
17,7,1.445775,0.319967,0.000000,0.060606,0.495413,0.245378,0.203554,0.536453,0.446987,0.004338,0,1,0,N/A,0.00
17,8,2.340429,0.120663,0.000000,0.331034,0.444444,0.004090,0.259259,0.382979,0.278876,0.032129,0,1,0,N/A,0.00
17,9,2.408257,0.106899,0.000000,0.000000,0.666667,0.080460,0.233553,0.080000,0.227545,0.007194,0,1,0,N/A,0.00
17,10,2.414959,0.107647,0.000000,0.268657,0.000000,0.376554,0.114286,0.349515,0.201550,0.011542,0,1,0,N/A,0.00
17,MEAN,1.620773,0.328893,0.000000,0.223665,0.482875,0.368783,0.181291,0.371284,0.330501,0.011128,0,1,1,15.0020,1180.76
18,1,1.319912,0.340981,0.495710,0.000000,0.230769,0.556522,0.702020,0.000000,0.079520,0.012981,0,0,1,N/A,0.00
18,2,1.483864,0.200379,0.485207,0.666667,0.523810,0.223629,0.274112,0.000000,0.076823,0.141070,0,0,1,N/A,0.00
18,3,2.285966,0.298268,0.666667,0.640777,0.583333,0.344886,0.295000,0.000000,0.114790,0.464885,0,1,0,N/A,0.00
18,4,2.304767,0.211359,0.489426,0.421053,0.395349,0.223219,0.315789,0.000000,0.079583,0.309265,0,0,0,N/A,0.00
18,5,1.781713,0.380114,0.489796,0.500000,0.444444,0.556692,0.300885,0.000000,0.028169,0.011552,0,1,0,N/A,0.00
18,6,2.572243,0.223641,0.486726,0.612245,0.595745,0.360136,0.091278,0.000000,0.083981,0.182784,0,0,0,N/A,0.00
18,7,2.168298,0.246590,0.527439,0.470588,0.684444,0.190533,0.688103,0.000000,0.075897,0.039695,0,1,0,N/A,0.00
18,8,1.157171,0.595546,0.542587,0.629630,0.496552,0.011905,0.592593,0.000000,0.106610,0.760528,0,1,0,N/A,0.00
18,9,1.231321,0.615618,0.551181,0.000000,0.078431,0.480769,0.840637,0.000000,0.098592,0.523636,0,1,0,N/A,0.00
18,10,1.405064,0.411765,0.464037,0.518519,0.088889,0.380952,0.294118,0.000000,0.078740,0.445792,0,1,0,N/A,0.00
18,MEAN,1.771032,0.352426,0.519878,0.445948,0.412177,0.332924,0.439453,0.000000,0.082271,0.289219,0,1,1,15.0020,1157.75
19,1,1.549061,0.424842,0.000000,0.000000,0.230769,0.575223,0.583468,0.000000,0.080059,0.000000,0,0,1,N/A,0.00
19,2,2.282108,0.102680,0.000000,0.666667,0.523810,0.131714,0.136585,0.000000,0.104017,0.000000,0,0,1,N/A,0.00
19,3,1.881515,0.313386,0.000000,0.653465,0.621849,0.451220,0.521277,0.000000,0.115207,0.000000,0,1,0,N/A,0.00
